"seg_id","oci","street","street_from","street_to","seg_length_ft","seg_width_ft","func_class","pvm_class","area_sq_ft","oci_desc","oci_wt"
"SS-009000",41.06,"DEL MONTE AV","EBERS ST","SUNSET CLIFFS BL",661.2088,40,"Residential","PCC Jointed Concrete",26448.352,"Fair",1085969.33312
"SS-027401",69,"VAN DYKE AV","MYRTLE AV","DWIGHT ST",682,52,"Collector","AC Improved",35464,"Fair",2447016
"SS-022771",39,"RAY ST","MYRTLE AV","MYRTLE AV",62.0079,19,"Residential","AC Improved",1178.1501,"Poor",45947.8539
"SS-000795",30.71,"33RD ST","MYRTLE AV","DWIGHT ST",660.0121,45,"Residential","PCC Jointed Concrete",29700.5445,"Poor",912103.721595
"SS-009521",80.62,"DUMAS ST","WILLOW ST","PLUM ST",371.8776,34,"Residential","AC Improved",12643.8384,"Good",1019346.251808
"SS-010634",40.77,"EVERGREEN ST","ELLIOTT ST","FREEMAN ST",267.8394,34,"Residential","PCC Jointed Concrete",9106.5396,"Fair",371273.619492
"SS-016069",45.2,"LARK ST","BEGIN","W WALNUT AV",202.0024,22,"Residential","PCC Jointed Concrete",4444.0528,"Fair",200871.18656
"SS-023546",87.42,"ROSECRANS ST","GOLDSMITH ST","HOMER ST",272.8387,80,"Major","AC Improved",21827.096,"Good",1908124.73232
"SS-010555",100,"EUCLID AV","MYRTLE AV","ISLA VISTA DR",208.9999,31,"Collector","AC Improved",6478.9969,"Good",647899.69
"SS-030317",58.99,"THORN ST","ROWE ST","BLY ST",538.0235,36,"Residential","AC Improved",19368.846,"Fair",1142568.22554
"SS-030319",64.93,"THORN ST","PAGE ST","GLADE ST",478.0094,36,"Residential","AC Improved",17208.3384,"Fair",1117337.412312
"SS-030321",85.1,"THORN ST","60TH ST","ROBIN ST",261.0017,36,"Residential","AC Improved",9396.0612,"Good",799604.80812
"SS-030091",16.96,"W WASHINGTON ST","HANCOCK ST","KURTZ ST",260.7832,28,"Major","AC Improved",7301.9296,"Poor",123840.726016
"SS-028214",85.16,"WALNUT AV","02ND AV","03RD AV",121.0039,52,"Residential","AC Improved",6292.2028,"Good",535843.990448
"SS-020284",68.85,"OCEAN FRONT ST","BEGIN","DEL MAR AV",403.9874,40,"Residential","PCC Jointed Concrete",16159.496,"Fair",1112581.2996
"SS-011602",49.49,"PACIFIC (FTG) HY","BEGIN","PACIFIC HY NB OFF RA",262.2275,40,"Residential","AC Improved",10489.1,"Fair",519105.559
"SS-022065",86.74,"POINSETTIA DR","LUCERNE DR","ZOLA ST",659,29,"Residential","AC Improved",19111,"Good",1657688.14
"SS-025737",78.91,"STREAMVIEW PL","BEGIN","STREAMVIEW DR",175.3779,30,"Residential","AC Improved",5261.337,"Good",415172.10267
"SS-028401",81.08,"WELLS ST","TENNYSON ST","WABASKA DR",344.0056,36,"Residential","AC Improved",12384.2016,"Good",1004111.065728
"SS-024295",75.7,"SANTA MONICA AV","VENICE ST","SANTA BARBARA ST",507.8205,40,"Residential","AC Improved",20312.82,"Good",1537680.474
"SS-028863",34.6,"WILSHIRE TR","BEGIN","MYRTLE AV",245.6081,24,"Residential","AC Unimproved",5894.5944,"Poor",203952.96624
"SS-011604",55.65,"PACIFIC (FTG) HY","W WASHINGTON ST","END",105.4707,40,"Residential","AC Improved",4218.828,"Fair",234777.7782
"SS-007082",80.42,"CHEROKEE AV","BELLINGHAM AV","MYRTLE AV",448.0544,52,"Residential","AC Improved",23298.8288,"Good",1873691.812096
"SS-021005",39,"PALERMO DR","POINSETTIA DR","YONGE ST",691,29,"Residential","AC Improved",20039,"Poor",781521
"SS-027236",53.57,"UPAS ST","UTAH ST","GRANADA AV",94.0214,52,"Collector","AC Improved",4889.1128,"Fair",261909.772696
"SS-027239",46.62,"UPAS ST","GRANADA AV","29TH ST",139.0144,52,"Collector","AC Improved",7228.7488,"Fair",337004.269056
"SS-028000",74.25,"VINE ST","UNION ST","STATE ST",239.7689,21,"Residential","AC Improved",5035.1469,"Good",373859.657325
"SS-015282",35.32,"KITE ST","HORTON AV","W WALNUT AV",510.762,30,"Collector","PCC Jointed Concrete",15322.86,"Poor",541203.4152
"SS-002726",80.82,"ARIZONA ST","UPAS ST","MYRTLE AV",386.121,40,"Residential","AC Improved",15444.84,"Good",1248251.9688
"SS-030057",46.49,"W UPAS ST","ALBATROSS ST","BRANT ST",284.0283,52,"Collector","AC Improved",14769.4716,"Fair",686632.734684
"SS-027248",72.8,"UPAS ST","01ST AV","02ND AV",283.0019,52,"Residential","AC Improved",14716.0988,"Good",1071331.99264
"SS-026408",83.16,"THORN ST","SUE ST","ALICE ST",301.0595,36,"Residential","AC Improved",10838.142,"Good",901299.88872
"SS-000743",100,"32ND ST","UPAS ST","MYRTLE AV",346.013,45,"Collector","AC Improved",15570.585,"Good",1557058.5
"SS-021668",57,"PERSHING AV","UPAS ST","MYRTLE AV",431.0288,37,"Residential","AC Improved",15948.0656,"Fair",909039.7392
"SS-028167",27.36,"WABASKA DR","ALICIA DR","WELLS ST",480.0365,64,"Major","AC Improved",30722.336,"Poor",840563.11296
"SS-004683",39,"BOUNDARY ST","UPAS ST","MYRTLE AV",228.484,30,"Collector","AC Improved",6854.52,"Poor",267326.28
"SS-003573",37.78,"BARK ST","BEGIN","60TH ST",215.0839,36,"Residential","AC Improved",7743.0204,"Poor",292531.310712
"SS-029215",59.18,"ZERO RD","BEGIN","MERIDIAN AV",131.0039,36,"Residential","AC Improved",4716.1404,"Fair",279101.188872
"SS-005061",39.97,"BROWNING ST","WILLOW ST","PLUM ST",369.8177,34,"Major","PCC Jointed Concrete",12573.8018,"Poor",502574.857946
"SS-002139",84.05,"ALICE ST","REDWOOD ST","THORN ST",251.031,36,"Residential","AC Improved",9037.116,"Good",759569.5998
"SS-019850",41.07,"NEWPORT AV","VENICE ST","SANTA BARBARA ST",656.4179,40,"Residential","PCC Jointed Concrete",26256.716,"Fair",1078363.32612
"SS-010556",87.46,"EUCLID AV","THORN ST","MYRTLE AV",662.003,31,"Collector","AC Improved",20522.093,"Good",1794862.25378
"SS-026412",48.31,"THORN ST","EUCLID AV","BELLE ISLE DR",254.0001,30,"Residential","AC Improved",7620.003,"Fair",368122.34493
"SS-001078",18.8,"45TH ST","THORN ST","MYRTLE AV",674.2545,36,"Residential","AC Improved",24273.162,"Poor",456335.4456
"SS-001119",25.89,"47TH ST","BEGIN","MYRTLE AV",285.1747,36,"Residential","PCC Jointed Concrete",10266.2892,"Poor",265794.227388
"SS-026417",66.6,"THORN ST","01ST AV","02ND AV",284,52,"Residential","AC Improved",14768,"Fair",983548.8
"SS-000011",80.13,"01ST AV","THORN ST","UPAS ST",378.0012,52,"Collector","AC Improved",19656.0624,"Good",1575040.280112
"SS-009789",87.01,"EAST VIRGO RD","REDWOOD ST","WEST VIRGO RD",636.6489,36,"Residential","AC Improved",22919.3604,"Good",1994213.548404
"SS-004684",39,"BOUNDARY ST","MC KINLEY ST","UPAS ST",445.8219,30,"Collector","AC Improved",13374.657,"Poor",521611.623
"SS-015187",30.25,"KETTNER BL","VINE ST","I-5 SB OFF RA",374.0934,50,"Prime","AC Improved",18704.67,"Poor",565816.2675
"SS-001042",47.43,"43RD ST","FAIRMOUNT AV","THORN ST",154.3731,52,"Residential","AC Improved",8027.4012,"Fair",380739.638916
"SS-023100",69,"REYNARD WY","EAGLE ST","CURLEW ST",508,60,"Collector","AC Improved",30480,"Fair",2103120
"SS-029128",47.59,"XENOPHON ST","CLOVE ST","END",131.4874,34,"Residential","PCC Jointed Concrete",4470.5716,"Fair",212754.502444
"SS-019851",53.89,"NEWPORT AV","BEGIN","VENICE ST",434.6054,36,"Residential","PCC Jointed Concrete",15645.7944,"Fair",843151.860216
"SS-028718",53.1,"WHITTIER ST","EVERGREEN ST","EDITH LN",178.0029,34,"Prime","PCC Jointed Concrete",6052.0986,"Fair",321366.43566
"SS-028542",80.03,"WEST VIRGO RD","HUBNER RD","EAST VIRGO RD",758.5518,36,"Residential","AC Improved",27307.8648,"Good",2185448.419944
"SS-014076",49.53,"INDIA ST","W UPAS ST","I-5 NB OFF RA",393.1147,52,"Collector","AC Improved",20441.9644,"Fair",1012490.496732
"SS-028003",12.11,"VINE ST","KETTNER BL","CALIFORNIA ST",265.9406,52,"Residential","AC Improved",13828.9112,"Poor",167468.114632
"SS-000706",62.99,"31ST ST","THORN ST","UPAS ST",644.007,30,"Residential","AC Improved",19320.21,"Fair",1216980.0279
"SS-026423",40.15,"THORN ST","GREGORY ST","MC KINLEY ST",196.9378,40,"Collector","AC Improved",7877.512,"Fair",316282.1068
"SS-004103",39,"BERNICE DR","WELLS ST","CATALINA BL",551.4872,40,"Residential","AC Improved",22059.488,"Poor",860320.032
"SS-030041",48.06,"W THORN ST","STATE ST","COLUMBIA ST",282.6183,30,"Residential","PCC Jointed Concrete",8478.549,"Fair",407479.06494
"SS-000114",86.81,"04TH AV","SPRUCE ST","THORN ST",378.0002,52,"Collector","AC Improved",19656.0104,"Good",1706338.262824
"SS-025460",35.66,"SPRUCE ST","04TH AV","05TH AV",277.0019,52,"Residential","AC Improved",14404.0988,"Poor",513650.163208
"SS-025461",73.04,"SPRUCE ST","01ST AV","02ND AV",285.0071,52,"Residential","AC Improved",14820.3692,"Good",1082479.766368
"SS-016661",30.89,"LOCUST ST","ALCOTT ST","BROWNING ST",265.0474,34,"Residential","PCC Jointed Concrete",9011.6116,"Poor",278368.682324
"SS-028819",35.6,"WILLOW ST","YONGE ST","ZOLA ST",279.2348,34,"Prime","AC Improved",9493.9832,"Poor",337985.80192
"SS-001260",85,"53RD ST","SOUTH THORN ST","NORTH THORN ST",254,36,"Residential","AC Improved",9144,"Good",777240
"SS-013828",31.84,"HUBNER RD","REDWOOD ST","END",401.6328,36,"Residential","AC Improved",14458.7808,"Poor",460367.580672
"SS-014707",87.46,"JUANITA ST","BEGIN","REDWOOD ST",631.4058,36,"Residential","AC Improved",22730.6088,"Good",1988019.045648
"SS-011567",38.16,"FRONT ST","BEGIN","W SPRUCE ST",195.0102,40,"Residential","AC Improved",7800.408,"Poor",297663.56928
"SS-028820",38.73,"WILLOW ST","XENOPHON ST","YONGE ST",263.0018,34,"Prime","AC Improved",8942.0612,"Poor",346326.030276
"SS-029130",30.41,"XENOPHON ST","WILLOW ST","PLUM ST",369.4455,34,"Residential","AC Improved",12561.147,"Poor",381984.48027
"SS-016662",14.1,"LOCUST ST","ZOLA ST","ALCOTT ST",270.8578,34,"Residential","AC Improved",9209.1652,"Poor",129849.22932
"SS-010805",61.75,"FAIRMOUNT AV","GLENFIELD ST","MANZANITA PL",447.1116,65,"Major","AC Improved",29062.254,"Fair",1794594.1845
"SS-002072",30.43,"ALCOTT ST","ROSECRANS ST","LOCUST ST",382.7999,34,"Residential","PCC Jointed Concrete",13015.1966,"Poor",396052.432538
"SS-017632",81.82,"MARLBOROUGH AV","BEGIN","THORN ST",656.6133,52,"Local","AC Improved",34143.8916,"Good",2793653.210712
"SS-022902",87.29,"REDWOOD ST","CHOLLAS STATION RD","55TH ST",277.1083,36,"Collector","AC Improved",9975.8988,"Good",870796.206252
"SS-012374",38.97,"GOLDFINCH ST","BEGIN","W SPRUCE ST",340.0132,60,"Residential","PCC Jointed Concrete",20400.792,"Poor",795018.86424
"SS-026269",66.68,"TENNYSON ST","STERNE ST","CAPISTRANO ST",80.2121,40,"Prime","PCC Jointed Concrete",3208.484,"Fair",213941.71312
"SS-029992",50,"W REDWOOD ST","REYNARD WY","FALCON ST",161,40,"Local","AC Improved",6440,"Fair",322000
"SS-028821",81.1,"WILLOW ST","WHITTIER ST","XENOPHON ST",270.2035,34,"Prime","AC Improved",9186.919,"Good",745059.1309
"SS-007420",47.1,"CLOVE ST","UDALL ST","VOLTAIRE ST",265.8589,34,"Residential","PCC Jointed Concrete",9039.2026,"Fair",425746.44246
"SS-023551",85.26,"ROSECRANS ST","ZOLA ST","ALCOTT ST",269.0165,80,"Major","AC Improved",21521.32,"Good",1834907.7432
"SS-022223",57,"POPLAR ST","HEATHER ST","FAIRMOUNT AV",314.2983,56,"Collector","AC Improved",17600.7048,"Fair",1003240.1736
"SS-022070",43.21,"POINT LOMA AV","OCEAN FRONT ST","END",84.5763,60,"Major","AC Improved",5074.578,"Fair",219272.51538
"SS-022908",39,"REDWOOD ST","GRIM AV","31ST ST",328.0137,40,"Collector","AC Improved",13120.548,"Poor",511701.372
"SS-007642",55.51,"COLLURA ST","REDWOOD ST","CHOLLAS RD",148.2309,36,"Residential","AC Improved",5336.3124,"Fair",296218.701324
"SS-010999",18.2,"FELTON ST","REDWOOD ST","THORN ST",660.0758,30,"Residential","AC Improved",19802.274,"Poor",360401.3868
"SS-022911",83.72,"REDWOOD ST","52ND ST","53RD ST",592.1023,36,"Collector","AC Improved",21315.6828,"Good",1784548.964016
"SS-022915",43.21,"REDWOOD ST","54TH (W FTG) RD","54TH ST",65.5018,36,"Collector","AC Improved",2358.0648,"Fair",101891.980008
"SS-022042",84.1,"POE ST","CHATSWORTH BL","LA CRESTA DR",860.5676,40,"Residential","AC Improved",34422.704,"Good",2894949.4064
"SS-019664",70.37,"NARRAGANSETT CT","NARRAGANSETT AV","END",198.9271,30,"Residential","AC Improved",5967.813,"Good",419955.00081
"SS-021672",57,"PERSHING DR","REDWOOD ST","REDWOOD ST",306,67,"Collector","AC Improved",20502,"Fair",1168614
"SS-029162",70,"YONGE ST","ROSECRANS ST","END",226,22,"Residential","AC Improved",4972,"Good",348040
"SS-000204",36.13,"06TH AV","QUINCE DR","REDWOOD ST",376.0119,60,"Collector","AC Improved",22560.714,"Poor",815118.59682
"SS-022513",77.67,"QUINCE ST","01ST AV","02ND AV",280.0072,52,"Residential","AC Improved",14560.3744,"Good",1130904.279648
"SS-022520",50,"QUINCE ST","CHAMOUNE AV","END",60,20,"Residential","AC Improved",1200,"Fair",60000
"SS-018062",71.63,"MENLO AV","QUINCE ST","REDWOOD ST",549.0084,18,"Residential","AC Improved",9882.1512,"Good",707858.490456
"SS-022043",47.43,"POE ST","CAPISTRANO ST","NIMITZ BL",254.6095,40,"Residential","AC Improved",10184.38,"Fair",483045.1434
"SS-027049",79.32,"UDALL ST","WILLOW ST","PLUM ST",366.0055,34,"Residential","AC Improved",12444.187,"Good",987072.91284
"SS-029133",36.24,"XENOPHON ST","ROSECRANS ST","LOCUST ST",376.6019,34,"Residential","PCC Jointed Concrete",12804.4646,"Poor",464033.797104
"SS-019916",100,"NILE ST","QUINCE ST","REDWOOD ST",679.3909,40,"Collector","AC Improved",27175.636,"Good",2717563.6
"SS-029998",8.53,"W REDWOOD ST","STATE ST","COLUMBIA ST",282.1437,50,"Residential","PCC Jointed Concrete",14107.185,"Poor",120334.28805
"SS-019934",56.03,"NIMITZ BL","CAPISTRANO ST","POE ST",295.3763,60,"Major","AC Improved",17722.578,"Fair",992996.04534
"SS-004688",30.74,"BOUNDARY ST","QUINCE ST","LITTLE FLOWER ST",280.2232,40,"Collector","AC Improved",11208.928,"Poor",344562.44672
"SS-026454",40.74,"THORNTON PL","KRENNING ST","END",501.0596,30,"Residential","AC Improved",15031.788,"Fair",612395.04312
"SS-019660",64.62,"NARRAGANSETT AV","LA CRESTA DR","NARRAGANSETT CT",799.4608,30,"Prime","AC Improved",23983.824,"Fair",1549834.70688
"SS-021687",80.22,"PESCADERO AV","GUIZOT ST","FROUDE ST",657.8159,40,"Residential","AC Improved",26312.636,"Good",2110799.65992
"SS-029987",65,"W QUINCE ST","STATE ST","COLUMBIA ST",271,30,"Residential","AC Improved",8130,"Fair",528450
"SS-021974",57,"PLUM ST","RUSSELL ST","STERNE ST",278,30,"Residential","AC Improved",8340,"Fair",475380
"SS-007024",61.42,"CHATSWORTH BL","LA CRESTA DR","OLIPHANT ST",361.62,50,"Major","AC Improved",18081,"Fair",1110535.02
"SS-002619",80.19,"ARBOR VITAE ST","SNOWDROP ST","MANZANITA DR",412.2488,36,"Local","AC Improved",14840.9568,"Good",1190096.325792
"SS-017400",65,"MANZANITA DR","ARBOR VITAE ST","SNOWDROP ST",76,36,"Local","AC Improved",2736,"Fair",177840
"SS-018285",79.7,"MILAN ST","WARRINGTON ST","END",643.3402,40,"Residential","AC Improved",25733.608,"Good",2050968.5576
"SS-006680",22.49,"CATALINA BL","CORONADO AV","SANTA CRUZ AV",386,42,"Collector","AC Improved",16212,"Poor",364607.88
"SS-010807",100,"FAIRMOUNT AV","OLIVE ST","QUINCE ST",622.1576,65,"Major","AC Improved",40440.244,"Good",4044024.4
"SS-000162",48.74,"05TH AV","OLIVE ST","PALM ST",384.0012,52,"Collector","AC Improved",19968.0624,"Fair",973243.361376
"SS-020461",45.7,"OLIVE ST","04TH AV","05TH AV",279.0019,52,"Residential","AC Improved",14508.0988,"Fair",663020.11516
"SS-000982",47.84,"40TH ST","BEGIN","QUINCE ST",141.7887,40,"Local","AC Improved",5671.548,"Fair",271326.85632
"SS-018031",60,"MENDOTA ST","MACAULAY ST","OLIPHANT ST",511,40,"Residential","AC Unimproved",20440,"Fair",1226400
"SS-024269",53.12,"SANTA CRUZ AV","BEGIN","REDONDO ST",533.8623,40,"Residential","AC Improved",21354.492,"Fair",1134350.61504
"SS-020651",69,"ORCHARD AV","VENICE ST","SANTA BARBARA ST",654.81,40,"Prime","AC Improved",26192.4,"Fair",1807275.6
"SS-000582",100,"28TH ST","NUTMEG ST","PALM ST",642.0411,40,"Residential","AC Improved",25681.644,"Good",2568164.4
"SS-008620",51.41,"DALE ST","NUTMEG ST","PALM ST",646.9993,30,"Residential","AC Improved",19409.979,"Fair",997867.02039
"SS-007669",87.13,"COLUMBIA ST","W OLIVE ST","W PALM ST",384.8534,30,"Collector","AC Improved",11545.602,"Good",1005968.30226
"SS-003367",40.54,"BAILY AV","PALM ST","CLIFFORD ST",104,36,"Residential","AC Improved",3744,"Fair",151781.76
"SS-000670",51.52,"30TH ST","MAPLE CT","OLIVE ST",870.1141,40,"Collector","AC Improved",34804.564,"Fair",1793131.13728
"SS-004029",54.32,"BERMUDA AV","BERMUDA CR","GUIZOT ST",659.2145,52,"Residential","PCC Jointed Concrete",34279.154,"Fair",1862043.64528
"SS-028283",55.02,"WARRINGTON ST","DIXON PL","WILDWOOD RD",291.0067,40,"Residential","AC Improved",11640.268,"Fair",640447.54536
"SS-020194",50.99,"NUTMEG ST","33RD ST","33RD ST",64.0314,50,"Residential","AC Improved",3201.57,"Fair",163248.0543
"SS-004693",39,"BOUNDARY ST","NUTMEG ST","COOPER ST",155.7691,40,"Collector","AC Improved",6230.764,"Poor",242999.796
"SS-020196",37.6,"NUTMEG ST","KEW TR","BOUNDARY ST",570.0142,29,"Residential","AC Improved",16530.4118,"Poor",621543.48368
"SS-021065",57,"PALM ST","BAILY AV","END",130,30,"Residential","AC Improved",3900,"Fair",222300
"SS-004030",43.69,"BERMUDA CR","ALEXANDRIA DR","BERMUDA AV",257.7292,36,"Residential","AC Improved",9278.2512,"Fair",405366.794928
"SS-028807",25.26,"WILLOW LN","QUIMBY ST","END",275.0454,24,"Residential","AC Improved",6601.0896,"Poor",166743.523296
"SS-020466",39,"OLIVE ST","BAILY AV","END",133,30,"Residential","AC Improved",3990,"Poor",155610
"SS-025565",37.57,"STATE ST","W NUTMEG ST","W OLIVE ST",441.956,30,"Residential","PCC Jointed Concrete",13258.68,"Poor",498128.6076
"SS-017418",85.05,"MAPLE ST","52ND ST","BALSA ST",912.6242,39,"Residential","AC Improved",35592.3438,"Good",3027128.84019
"SS-017414",45.41,"MAPLE CT","BEGIN","30TH ST",195,30,"Residential","AC Improved",5850,"Fair",265648.5
"SS-022508",38.63,"QUIMBY ST","ROSECRANS ST","LOCUST ST",387.2376,34,"Residential","AC Improved",13166.0784,"Poor",508605.608592
"SS-016125",38.15,"LAUREL ST","56TH ST","56TH ST",234.6608,40,"Residential","PCC Jointed Concrete",9386.432,"Poor",358092.3808
"SS-024114",85.57,"SAN MARCOS AV","LAUREL ST","BURLINGAME DR",930.7271,40,"Residential","AC Improved",37229.084,"Good",3185692.71788
"SS-003428",32.61,"BALBOA VISTA DR","LAUREL ST","SEIFERT ST",630.1408,36,"Residential","AC Improved",22685.0688,"Poor",739760.093568
"SS-016129",74.23,"LAUREL ST","29TH ST","30TH ST",681.6067,30,"Residential","PCC Jointed Concrete",20448.201,"Good",1517869.96023
"SS-004172",49.28,"BEVNER CT","51ST ST","END",272,30,"Residential","AC Improved",8160,"Fair",402124.8
"SS-016133",57,"LAUREL ST","BANCROFT ST","33RD ST",277.0651,40,"Residential","AC Improved",11082.604,"Fair",631708.428
"SS-029876",27.33,"W LAUREL ST","01ST AV","FRONT ST",280.0019,52,"Collector","AC Improved",14560.0988,"Poor",397927.500204
"SS-016385",87.05,"LIGGETT DR","FENELON ST","DEL MAR AV",245.8802,36,"Residential","AC Improved",8851.6872,"Good",770539.37076
"SS-006683",21.27,"CATALINA BL","CHATSWORTH BL","ORCHARD AV",778,52,"Collector","AC Improved",40456,"Poor",860499.12
"SS-023622",57,"ROSEVIEW PL","BEGIN","MAPLE ST",485.7776,30,"Residential","AC Improved",14573.328,"Fair",830679.696
"SS-021980",44.2,"PLUM ST","KEATS ST","LOWELL ST",283.2101,34,"Residential","AC Improved",9629.1434,"Fair",425608.13828
"SS-006302",65,"CARLETON SQ","BEGIN","END",42,20,"Residential","AC Improved",840,"Fair",54600
"SS-025881",60.78,"SUNSET CLIFFS BL","FROUDE ST","OSPREY ST",1056.4722,40,"Prime","AC Improved",42258.888,"Fair",2568495.21264
"SS-014083",73.83,"INDIA ST","W LAUREL ST","W MAPLE ST",399.489,20,"Residential","PCC Jointed Concrete",7989.78,"Good",589885.4574
"SS-011573",59.39,"FRONT ST","W KALMIA ST","W LAUREL ST",376.9999,52,"Residential","AC Improved",19603.9948,"Fair",1164281.251172
"SS-000122",81.75,"04TH AV","KALMIA ST","LAUREL ST",377.0052,52,"Collector","AC Improved",19604.2704,"Good",1602649.1052
"SS-029870",46.44,"W KALMIA ST","BRANT ST","CURLEW ST",280.0072,52,"Residential","AC Improved",14560.3744,"Fair",676183.787136
"SS-026834",83.67,"TRIESTE DR","LA PALOMA ST","POINT LOMA AV",807.3367,36,"Residential","AC Improved",29064.1212,"Good",2431795.020804
"SS-014873",100,"KALMIA ST","CAPITAN AV","31ST ST",106.0187,40,"Residential","AC Improved",4240.748,"Good",424074.8
"SS-010562",100,"EUCLID AV","EUCLID CT","LAUREL ST",233.5071,64,"Collector","AC Improved",14944.4544,"Good",1494445.44
"SS-001359",39.3,"56TH ST","KATHLEEN PL","LAUREL ST",853.9587,36,"Residential","AC Improved",30742.5132,"Poor",1208180.76876
"SS-022084",60,"POINT LOMA WY","POINT LOMA AV","END",216,24,"Residential","AC Improved",5184,"Fair",311040
"SS-001282",33.75,"54TH (W FTG) ST","LAUREL ST","NUTMEG ST",1174.2252,32,"Residential","AC Improved",37575.2064,"Poor",1268163.216
"SS-029872",30.21,"W KALMIA ST","UNION ST","STATE ST",274.25,52,"Residential","AC Improved",14261,"Poor",430824.81
"SS-018671",87.53,"MOANA DR","LA PALOMA ST","POINT LOMA AV",525.6472,38,"Residential","AC Improved",19974.5936,"Good",1748376.177808
"SS-007426",40.35,"CLOVE ST","HUGO ST","INGELOW ST",264.8247,34,"Residential","AC Improved",9004.0398,"Fair",363313.00593
"SS-015008",28.88,"KEATS ST","EVERGREEN ST","WILLOW ST",368.4198,34,"Residential","AC Improved",12526.2732,"Poor",361758.770016
"SS-014768",36.86,"JUNIPER ST","33RD ST","FELTON ST",275.5291,52,"Collector","AC Improved",14327.5132,"Poor",528112.136552
"SS-000954",61.4,"39TH ST","JUNIPER ST","SYCAMORE DR",343.2113,40,"Local","AC Improved",13728.452,"Fair",842926.9528
"SS-014774",73.87,"JUNIPER ST","01ST AV","02ND AV",280.0019,52,"Residential","AC Improved",14560.0988,"Good",1075554.498356
"SS-014777",53.61,"JUNIPER ST","04TH AV","05TH AV",283.0019,52,"Residential","AC Improved",14716.0988,"Fair",788930.056668
"SS-008471",39.07,"CURLEW ST","W JUNIPER ST","W KALMIA ST",391.0207,50,"Residential","AC Improved",19551.035,"Poor",763858.93745
"SS-011895",58.59,"GARRISON ST","CLOVE ST","LIGGETT DR",1166.1569,36,"Prime","AC Improved",41981.6484,"Fair",2459704.779756
"SS-023564",41.48,"ROSECRANS ST","NIMITZ BL","MACAULAY ST",265.4147,80,"Major","AC Improved",21233.176,"Fair",880752.14048
"SS-020740",73.31,"OSPREY ST","NOVARA ST","SORRENTO DR",216.5294,36,"Residential","AC Improved",7795.0584,"Good",571455.731304
"SS-029862",48.12,"W JUNIPER ST","UNION ST","STATE ST",339.0958,52,"Collector","AC Improved",17632.9816,"Fair",848499.074592
"SS-017294",100,"MALLARD ST","ALCEDO ST","TIFFIN AV",355.0126,27,"Collector","AC Improved",9585.3402,"Good",958534.02
"SS-013668",68.54,"HOLSTROM PL","MALLARD ST","END",166.012,30,"Residential","AC Improved",4980.36,"Fair",341353.8744
"SS-010649",77.36,"EVERGREEN ST","INGELOW ST","JARVIS ST",269.6089,34,"Residential","AC Improved",9166.7026,"Good",709136.113136
"SS-002265",53.37,"ALTADENA AV","PIROTTE DR","PIROTTE DR",87.0056,36,"Residential","AC Improved",3132.2016,"Fair",167165.599392
"SS-014261",44.03,"ISABEL ST","BEGIN","WENDELL ST",440,30,"Residential","AC Improved",13200,"Fair",581196
"SS-014343",19.76,"IVY ST","29TH ST","DALE ST",284.382,48,"Residential","AC Improved",13650.336,"Poor",269730.63936
"SS-020741",80.53,"OSPREY ST","SORRENTO DR","BARCELONA DR",191.2122,29,"Residential","AC Improved",5545.1538,"Good",446551.235514
"SS-014344",26.55,"IVY ST","DALE ST","30TH ST",280.0287,48,"Residential","AC Improved",13441.3776,"Poor",356868.57528
"SS-025882",43.14,"SUNSET CLIFFS BL","GUIZOT ST","FROUDE ST",804.1748,40,"Prime","AC Improved",32166.992,"Fair",1387684.03488
"SS-014347",39,"IVY ST","BANCROFT ST","33RD ST",279.0019,40,"Residential","AC Improved",11160.076,"Poor",435242.964
"SS-014348",31.9,"IVY ST","33RD ST","FELTON ST",282.0441,40,"Residential","AC Improved",11281.764,"Poor",359888.2716
"SS-029850",24.56,"W IVY ST","ALBATROSS ST","BRANT ST",280.0019,52,"Residential","AC Improved",14560.0988,"Poor",357596.026528
"SS-004798",17.65,"BRANT ST","W IVY ST","W JUNIPER ST",377.9999,52,"Residential","AC Improved",19655.9948,"Poor",346928.30822
"SS-014355",46.05,"IVY ST","05TH AV","06TH AV",263.9998,52,"Residential","AC Improved",13727.9896,"Fair",632173.92108
"SS-001342",40.56,"55TH ST","TIMOTHY DR","FAULCONER ST",245.1583,36,"Residential","AC Improved",8825.6988,"Fair",357970.343328
"SS-010324",20.43,"EMERSON ST","CARLETON ST","ADDISON ST",304.1317,34,"Residential","AC Improved",10340.4778,"Poor",211255.961454
"SS-029864",70,"W JUNIPER ST","INDIA ST","KETTNER BL",276,52,"Residential","AC Improved",14352,"Good",1004640
"SS-021873",70,"PIROTTE DR","54TH ST","54TH (E FTG) RD",52,36,"Residential","PCC Jointed Concrete",1872,"Good",131040
"SS-028568",22.21,"WESTLAND AV","BEGIN","JUNIPER ST",897.5522,40,"Residential","AC Improved",35902.088,"Poor",797385.37448
"SS-011897",30.77,"GARRISON ST","WILLOW ST","PLUM ST",373.6364,34,"Prime","AC Improved",12703.6376,"Poor",390890.928952
"SS-013236",69,"HAWTHORN ST","BEGIN","29TH ST",235.0135,30,"Residential","AC Improved",7050.405,"Fair",486477.945
"SS-013009",85.76,"HANIMAN DR","52ND ST","MARING PL",235.5929,36,"Residential","AC Improved",8481.3444,"Good",727360.095744
