"seg_id","oci","street","street_from","street_to","seg_length_ft","seg_width_ft","func_class","pvm_class","area_sq_ft","oci_desc","oci_wt"
"SS-017853",76.55,"MC GUIRE DR","CARMEL COUNTRY RD","CARMEL CREEK RD",631.6443,40,"Prime","AC Improved",25265.772,"Good",1934094.8466
"SS-010066",58.95,"EL CAM REAL","TOWNSGATE DR","DEL MAR HEIGHTS RD",1751.0924,44,"Major","AC Improved",77048.0656,"Fair",4541983.46712
"SS-007939",38.09,"CORDERO RD","MERCADO DR","BOQUITA DR",348.0277,40,"Residential","AC Improved",13921.108,"Poor",530255.00372
"SS-007940",36.53,"CORDERO RD","BOQUITA DR","MIRA MONTANA DR",348.036,40,"Residential","AC Improved",13921.44,"Poor",508550.2032
"SS-005355",83.36,"CALAIS DR","MANGO DR","PORTOFINO DR",759.117,40,"Residential","AC Improved",30364.68,"Good",2531199.7248
"SS-004987",84.16,"BROOKBURN DR","ASHLEY FALLS DR","ALMONDWOOD WY",1111.2437,32,"Residential","AC Improved",35559.7984,"Good",2992712.633344
"SS-004343",86.27,"BLACK MTN RD","CANYONSIDE PARK DY","TRUMAN ST",1202.9823,78,"Prime","AC Improved",93832.6194,"Good",8094940.075638
"SS-006192",17.9,"CANYONSIDE PARK DY","BEGIN","BLACK MTN RD",3429.2449,30,"Residential","AC Improved",102877.347,"Poor",1841504.5113
"SS-010067",64.44,"EL CAM REAL","VALLEY CENTRE DR","HIGH BLUFF DR",3118.4772,44,"Major","AC Improved",137212.9968,"Fair",8842005.513792
"SS-006494",86.96,"CARMEL VISTA RD","VALLEY CENTRE DR","CARMEL VIEW RD",2435.8026,40,"Major","AC Improved",97432.104,"Good",8472695.76384
"SS-027384",85.46,"VALLEY CENTRE DR","CARMEL VIEW RD","CARMEL CREEK RD",1169.835,78,"Major","AC Improved",91247.13,"Good",7797979.7298
"SS-027385",85.65,"VALLEY CENTRE DR","CARMEL VISTA RD","CARMEL VIEW RD",851.0264,78,"Major","AC Improved",66380.0592,"Good",5685452.07048
"SS-005468",100,"CALLE CRISTOBAL","PRAIRIE WOOD DR","CORLEY CT",915.0271,78,"Major","AC Improved",71372.1138,"Good",7137211.38
"SS-008524",85.62,"CYPRESS CANYON PARK DR","CYPRESS TERRACE PL","CITY BOUNDARY",107.6912,40,"Prime","AC Improved",4307.648,"Good",368820.82176
"SS-027795",84.62,"VIA MALLORCA","CAMTO MALLORCA","VIA MARIN",914.3542,40,"Residential","AC Improved",36574.168,"Good",3094906.09616
"SS-010062",63.08,"EL CAM REAL","CARMEL CREEK RD","ARROYO SORRENTO RD",2727.9622,112,"Major","AC Improved",305531.7664,"Fair",19272943.824512
"SS-006245",69,"CAPRICORN WY","FEATHERHILL LN","WESTVIEW PY",883.274,36,"Major","AC Improved",31797.864,"Fair",2194052.616
"SS-024552",37.24,"SCRIPPS RANCH BL","ERMA RD","AFFINITY CT",685.4533,64,"Major","AC Improved",43869.0112,"Poor",1633681.977088
"SS-006448",51.5,"CARMEL MTN RD","SORRENTO VALLEY RD","TORREY VIEW CT",2507.5542,68,"Major","AC Improved",170513.6856,"Fair",8781454.8084
"SS-025242",79,"SORRENTO VALLEY BL","WINDWARD RIDGE WY","CALLE CRISTOBAL",928.0944,64,"Major","AC Improved",59398.0416,"Good",4692445.2864
"SS-027003",80.38,"TWIN MTN CR","GEMINI AV","GEMINI AV",674.9133,36,"Residential","AC Improved",24296.8788,"Good",1952983.117944
"SS-018388",59.98,"MIRA MESA BL","WESTVIEW PY","SCRIPPS RANCH BL",2828.2833,90,"Major","AC Improved",254545.497,"Fair",15267638.91006
"SS-025247",100,"SORRENTO VALLEY BL","GREENSHADE RD","SHAW LOPEZ RD",539.1245,70,"Major","AC Improved",37738.715,"Good",3773871.5
"SS-030531",80.07,"WESTVIEW PY","HILLERY DR","MIRA MESA BL",1570.1987,88,"Major","AC Improved",138177.4856,"Good",11063871.271992
"SS-011312",85.11,"FORESTVIEW LN","PINE FALLS CT","LAKE RIM RD",984.5833,36,"Residential","AC Improved",35444.9988,"Good",3016723.847868
"SS-026696",86.73,"TORREYANA RD","MERRYFIELD RW","CALLAN RD",1113.9432,40,"Residential","AC Improved",44557.728,"Good",3864491.74944
"SS-002547",50.49,"APPALOOSA RD","ATRIUM DR","SCRIPPS RANCH BL",1330.7316,40,"Prime","AC Improved",53229.264,"Fair",2687545.53936
"SS-023612",40.51,"ROSELLE ST","SORRENTO VALLEY BL","DUNHILL ST",1524.9072,50,"Prime","AC Improved",76245.36,"Fair",3088699.5336
"SS-022987",25.25,"REGENTS RD","EASTGATE ML","GENESEE AV",1480.5257,40,"Major","AC Improved",59221.028,"Poor",1495330.957
"SS-018442",100,"MIRAMAR WY","KEARNY VILLA RD RA","END",2976.0766,60,"Major","AC Improved",178564.596,"Good",17856459.6
"SS-018437",55.59,"MIRAMAR RD","LA JOLLA VILLAGE DR","NOBEL DR",2581.6033,98,"Prime","AC Improved",252997.1234,"Fair",14064110.089806
"SS-015617",54.69,"LA JOLLA SHORES DR","LA JOLLA SHORES LN","HORIZON WY",2096.3367,40,"Major","AC Improved",83853.468,"Fair",4585946.16492
"SS-027976",52.94,"VILLA LA JOLLA DR","GILMAN DR","VIA MALLORCA",706.8674,82,"Collector","AC Improved",57963.1268,"Fair",3068567.932792
"SS-004021",16.01,"BERINO CT","REGENTS RD","END",278.4584,40,"Residential","AC Improved",11138.336,"Poor",178324.75936
"SS-014976",100,"KEARNY VILLA RD","HARRIS PLANT RD","KEARNY VILLA RD RA",1280.1126,48,"Major","AC Improved",61445.4048,"Good",6144540.48
"SS-025766",51,"SUGARMAN DR","BEGIN","CRANBROOK CT",1900.9002,36,"Residential","AC Improved",68432.4072,"Fair",3490052.7672
"SS-005765",32.63,"CAM DEL ORO","VALLECITOS","CALLE FRESCOTA",622.6151,30,"Prime","PCC Jointed Concrete",18678.453,"Poor",609477.92139
"SS-010102",26.75,"EL PASEO GRANDE","VALLECITOS","CALLE FRESCOTA",660.7218,30,"Residential","AC Improved",19821.654,"Poor",530229.2445
"SS-012443",51,"GOVERNOR DR","ERLANGER ST","KANTOR ST",651.1755,68,"Major","AC Improved",44279.934,"Fair",2258276.634
"SS-012444",37.88,"GOVERNOR DR","SCRIPPS ST","STADIUM ST",613.6319,32,"Major","AC Improved",19636.2208,"Poor",743820.043904
"SS-004668",71.03,"BOULEVARD PL","LOOKOUT DR","END",254.3317,20,"Residential","AC Improved",5086.634,"Good",361303.61302
"SS-014919",85.07,"KANTOR ST","KANTOR CT","PAVLOV AV",1568.8024,40,"Residential","AC Improved",62752.096,"Good",5338320.80672
"SS-010535",21.94,"ETON AV","TULANE ST","ETON CT",299.592,36,"Residential","AC Improved",10785.312,"Poor",236629.74528
"SS-007452",37.92,"COAST BL","GIRARD AV","PROSPECT PL",2156.3722,68,"Prime","PCC Jointed Concrete",146633.3096,"Poor",5560335.100032
"SS-014588",34.31,"JENNER ST","PROSPECT ST","COAST SOUTH BL",472.4945,61,"Residential","AC Improved",28822.1645,"Poor",988888.463995
"SS-028199",85.26,"WALL ST","HERSCHEL AV","IVANHOE AV",380.1188,52,"Residential","AC Improved",19766.1776,"Good",1685264.302176
"SS-026908",40,"TULANE ST","OCCIDENTAL ST","TULANE WY",909.3733,36,"Residential","AC Improved",32737.4388,"Fair",1309497.552
"SS-008234",36.21,"CRESPO","MECCA DR","CASTELLANA RD",524.5844,18,"Residential","PCC Jointed Concrete",9442.5192,"Poor",341913.620232
"SS-025745",100,"STRESEMANN ST","BRAGG ST","LAMAS ST",687.572,40,"Collector","AC Improved",27502.88,"Good",2750288
"SS-009691",41.08,"EADS AV","KLINE ST","SILVERADO ST",579.9395,52,"Residential","PCC Jointed Concrete",30156.854,"Fair",1238843.56232
"SS-004427",66.51,"BLOCH ST","SAN CLEMENTE TR","BARKLA ST",495.9131,36,"Local","AC Improved",17852.8716,"Fair",1187394.490116
"SS-021523",37.14,"PEARL ST","HERSCHEL AV","HIGH AV",328.9075,52,"Local","AC Improved",17103.19,"Poor",635212.4766
"SS-025195",76.21,"SOLEDAD PARK RD","BEGIN","END",838.1623,15,"Local","AC Improved",12572.4345,"Good",958145.233245
"SS-013458",53.57,"HIGH AV","BEGIN","MARINE ST",1125.6789,19,"Residential","AC Improved",21387.8991,"Fair",1145749.754787
"SS-012901",53.61,"HAINES ST","LAW ST","BERYL ST",349.2528,40,"Residential","AC Improved",13970.112,"Fair",748937.70432
"SS-007915",64.72,"COPLEY DR","CONVOY TR","HICKMAN FIELD DR",3395.255,64,"Major","AC Improved",217296.32,"Fair",14063417.8304
"SS-004283",25.94,"BIRD ROCK AV","WAVERLY AV","BELLEVUE AV",293.7118,30,"Local","AC Improved",8811.354,"Poor",228566.52276
"SS-020786",23.97,"OTHELLO AV","CONVOY ST","KEARNY MESA RD",1587.0909,50,"Prime","AC Improved",79354.545,"Poor",1902128.44365
"SS-028466",46.52,"WEST HILLS PY","BEGIN","END",3565.2625,30,"Collector","AC Improved",106957.875,"Fair",4975680.345
"SS-015522",37.31,"LA JOLLA BL","SEA LN","MARINE ST",372.4319,44,"Major","AC Improved",16387.0036,"Poor",611399.104316
"SS-012051",74.92,"GENTER ST","DRAPER AV","EADS AV",502.3197,40,"Prime","AC Improved",20092.788,"Good",1505351.67696
"SS-027928",53.3,"VIA VALVERDE","PASEO LAREDO","CAMTO VALVERDE",540.775,40,"Prime","AC Improved",21631,"Fair",1152932.3
"SS-015523",51.61,"LA JOLLA BL","ARENAS ST","GENTER ST",342.6599,44,"Major","AC Improved",15077.0356,"Fair",778125.807316
"SS-013183",59.19,"HAVASUPAI AV","GALLATIN WY","HIDALGO AV",1421.6683,30,"Residential","AC Improved",42650.049,"Fair",2524456.40031
"SS-002528",87.94,"ANTIGUA BL","CAM PLAYA ACAPULCO","VILLARRICA WY",339.4449,75,"Major","AC Improved",25458.3675,"Good",2238808.83795
"SS-027749",54.61,"VIA ESTRADA","ESTRADA WY","VIA SEGOVIA",310.8071,40,"Prime","AC Improved",12432.284,"Fair",678927.02924
"SS-015599",69,"LA JOLLA SCENIC S DR","LA PINTURA DR","CAMPINA PL",1024,40,"Residential","AC Improved",40960,"Fair",2826240
"SS-027968",79.94,"VIEWRIDGE AV","BALBOA AV","RUFFIN CT",3321,50,"Residential","AC Improved",166050,"Good",13274037
"SS-028050",45.28,"VISTA DE LA MESA","MIRA MONTE","VIA DEL NORTE",822.091,26,"Residential","PCC Jointed Concrete",21374.366,"Fair",967831.29248
"SS-006264",83.35,"CARDENO DR","ALTA LA JOLLA DR","VIA ZURITA",1255,40,"Residential","AC Improved",50200,"Good",4184170
"SS-014105",87.69,"INDIAN WY","GILA AV","CLAIREMONT DR",288.3924,36,"Local","AC Improved",10382.1264,"Good",910408.664016
"SS-025190",87.74,"SOLEDAD MTN RD","PACIFICA DR","PASEO MIRADA",687.7718,68,"Major","AC Improved",46768.4824,"Good",4103466.645776
"SS-003415",69,"BALBOA AV","CHARGER BL","RUFFNER ST",3218.4772,40,"Major","AC Improved",128739.088,"Fair",8882997.072
"SS-005528",61.78,"CALLE DELICADA","CALLE DE CINCO","CALLE DE ANDLUCA",182.1016,36,"Residential","AC Improved",6555.6576,"Fair",405008.526528
"SS-011890",39,"GARNET AV","PICO ST","BOND ST",588.901,40,"Major","AC Improved",23556.04,"Poor",918685.56
"SS-001865",39.09,"AFTON RD","GLENHAVEN ST","FENSMUIR ST",263.0077,40,"Major","AC Improved",10520.308,"Poor",411238.83972
"SS-014982",100,"KEARNY VILLA RD","AERO DR","BALBOA AV",4880.6194,60,"Major","AC Improved",292837.164,"Good",29283716.4
"SS-015550",42.29,"LA JOLLA HERMOSA AV","CAM DE LA COSTA","LA CANADA",986.9822,40,"Residential","PCC Jointed Concrete",39479.288,"Fair",1669579.08952
"SS-015528",80.52,"LA JOLLA BL","CAM DE LA COSTA","LA CANADA",946.8399,40,"Major","AC Improved",37873.596,"Good",3049581.94992
"SS-019389",36.56,"MT HERBERT AV","MT FORDE AV","MT HENRY WY",839.1302,38,"Residential","AC Improved",31886.9476,"Poor",1165786.804256
"SS-026163",68.4,"TAOS DR","TAOS PL","FOX AV",924.2457,36,"Residential","AC Improved",33272.8452,"Fair",2275862.61168
"SS-021586",39.94,"PENDLETON ST","ROMNEY RD","AMITY ST",1026.7372,36,"Residential","AC Improved",36962.5392,"Poor",1476283.815648
"SS-007064",54.85,"CHELSEA AV","ABALONE PL","BIRD ROCK AV",298.7793,30,"Residential","AC Improved",8963.379,"Fair",491641.33815
"SS-019347",85.77,"MT EVEREST BL","MT BLANCA DR","MT ALIFAN DR",982.1305,40,"Residential","AC Improved",39285.22,"Good",3369493.3194
"SS-018272",38.3,"MIDWAY ST","WAVERLY AV","BELLEVUE AV",342.9499,30,"Local","AC Improved",10288.497,"Poor",394049.4351
"SS-018273",35.98,"MIDWAY ST","BEAUMONT AV","WAVERLY AV",340.2977,30,"Local","AC Improved",10208.931,"Poor",367317.33738
"SS-006611",56.89,"CASS ST","ARCHER ST","VAN NUYS ST",338.5869,40,"Residential","AC Improved",13543.476,"Fair",770488.34964
"SS-015529",55.97,"LA JOLLA BL","CARLA WY","COLIMA ST",946.2015,66,"Major","AC Improved",62449.299,"Fair",3495287.26503
"SS-018617",84.94,"MISSION MESA WY","BEGIN","END",1252.2127,32,"Local","AC Improved",40070.8064,"Good",3403614.295616
"SS-016510",40.45,"LINDA VISTA RD","STALMER ST","AERO DR",1277.5646,82,"Major","AC Improved",104760.2972,"Fair",4237554.02174
"SS-003578",58.39,"BARKER WY","BOULDER LAKE AV","COLESHILL DR",1060.6672,36,"Residential","AC Improved",38184.0192,"Fair",2229564.881088
"SS-015569",57.02,"LA JOLLA MESA DR","MISSION BL","AGATE ST",374.4347,48,"Prime","AC Improved",17972.8656,"Fair",1024812.796512
"SS-027300",72.24,"UTE DR","CLAIREMONT DR","STACY AV",323.025,40,"Residential","AC Improved",12921,"Good",933413.04
"SS-004737",51.7,"BOYD AV","ACWORTH AV","GENESEE AV",2538.956,40,"Prime","AC Improved",101558.24,"Fair",5250561.008
"SS-008783",81.8,"DAWES ST","TOURMALINE ST","SAPPHIRE ST",331.7891,40,"Residential","AC Improved",13271.564,"Good",1085613.9352
"SS-004146",55,"BERYL WY","SOLEDAD MTN RD","BERYL ST",331,30,"Residential","AC Improved",9930,"Fair",546150
"SS-010673",42.26,"EVERTS ST","OPAL ST","TOURMALINE ST",328.1616,34,"Residential","AC Improved",11157.4944,"Fair",471515.713344
"SS-015921",27.67,"LAMONT ST","BERYL ST","WILBUR AV",351.6775,40,"Prime","AC Improved",14067.1,"Poor",389236.657
"SS-006616",81.38,"CASS ST","OPAL ST","TOURMALINE ST",336.8835,52,"Major","AC Improved",17517.942,"Good",1425610.11996
"SS-018601",69,"MISSION GORGE RD","CONESTOGA WY","MARGERUM AV",2192,82,"Major","AC Improved",179744,"Fair",12402336
"SS-015532",86,"LA JOLLA BL","OPAL ST","TOURMALINE ST",366.0249,73,"Major","AC Improved",26719.8177,"Good",2297904.3222
"SS-014625",23.44,"JEWELL ST","LAW ST","BERYL ST",347.3153,40,"Prime","AC Improved",13892.612,"Poor",325642.82528
"SS-014139",24.24,"INGRAHAM ST","CHALCEDONY ST","LAW ST",352.4049,60,"Major","AC Improved",21144.294,"Poor",512537.68656
"SS-025601",46.6,"STELLAR DR","WOODVIEW PL","ANGWIN DR",597.4491,36,"Residential","AC Improved",21508.1676,"Fair",1002280.61016
"SS-017225",28.64,"MAGNOLIA AV","FIGUEROA BL","MISSION BAY DR",391.4539,40,"Residential","AC Improved",15658.156,"Poor",448449.58784
"SS-010676",37.8,"EVERTS ST","LAW ST","BERYL ST",348.5253,40,"Residential","PCC Jointed Concrete",13941.012,"Poor",526970.2536
"SS-002770",85.7,"ARMSTRONG ST","ARMSTRONG PL","BALTIC ST",540.5637,40,"Residential","AC Improved",21622.548,"Good",1853052.3636
"SS-019101",39,"MORRELL ST","EMERALD ST","DIAMOND ST",343.7359,40,"Residential","AC Improved",13749.436,"Poor",536228.004
"SS-012903",80.95,"HAINES ST","MISSOURI ST","CHALCEDONY ST",346.3412,40,"Residential","AC Improved",13853.648,"Good",1121452.8056
"SS-026588",62.9,"TOMMY DR","RENOWN DR","TURNBRIDGE WY",853.6616,36,"Residential","AC Improved",30731.8176,"Fair",1933031.32704
"SS-014628",51.28,"JEWELL ST","DIAMOND ST","MISSOURI ST",353.136,40,"Prime","AC Improved",14125.44,"Fair",724352.5632
"SS-014141",27.25,"INGRAHAM ST","DIAMOND ST","MISSOURI ST",353.3772,60,"Major","AC Improved",21202.632,"Poor",577771.722
"SS-013766",22.05,"HORNBLEND ST","BEGIN","BOND ST",548.8457,36,"Residential","AC Improved",19758.4452,"Poor",435673.71666
"SS-018166",100,"MESA COLLEGE DR","BERGER AV","KEARNY VILLA RD",466.6408,70,"Collector","AC Improved",32664.856,"Good",3266485.6
"SS-018473",44.55,"MISSION BAY DR","GLENDORA ST","BUNKER HILL ST",604.0195,34,"Major","AC Improved",20536.663,"Fair",914908.33665
"SS-026488",76.15,"TICONDEROGA ST","PRINCETON AV","MOULTRIE AV",336.0744,40,"Residential","AC Improved",13442.976,"Good",1023682.6224
"SS-018167",59.68,"MESA COLLEGE DR","LINDA VISTA RD","ANNRAE ST",1574.9262,32,"Collector","AC Improved",50397.6384,"Fair",3007731.059712
"SS-014143",38.96,"INGRAHAM ST","FELSPAR ST","EMERALD ST",359.4552,65,"Major","AC Improved",23364.588,"Poor",910284.34848
"SS-020525",36.39,"OLNEY ST","GRAND AV","BALBOA AV",403.0949,40,"Collector","AC Improved",16123.796,"Poor",586744.93644
"SS-015835",86.39,"LAKE GABY AV","BOULDER LAKE AV","BISBY LAKE AV",1244.9054,36,"Residential","AC Improved",44816.5944,"Good",3871705.590216
"SS-015096",80.84,"KENDALL ST","HORNBLEND ST","GARNET AV",345.3716,40,"Residential","AC Improved",13814.864,"Good",1116793.60576
"SS-010894",39,"FANUEL ST","FELSPAR ST","EMERALD ST",350.4653,40,"Prime","AC Improved",14018.612,"Poor",546725.868
"SS-012905",76.71,"HAINES ST","GARNET AV","FELSPAR ST",343.9189,40,"Residential","AC Improved",13756.756,"Good",1055280.75276
"SS-015930",22.06,"LAMONT ST","BALBOA AV","HORNBLEND ST",369.1428,40,"Major","AC Improved",14765.712,"Poor",325731.60672
"SS-009192",12.76,"DIAMOND ST","OCEAN BL","MISSION BL",422.7402,52,"Collector","AC Improved",21982.4904,"Poor",280496.577504
"SS-010895",39,"FANUEL ST","GARNET AV","FELSPAR ST",350.7092,40,"Prime","AC Improved",14028.368,"Poor",547106.352
"SS-012906",38.66,"HAINES ST","HORNBLEND ST","GARNET AV",350.4639,40,"Residential","AC Improved",14018.556,"Poor",541957.37496
"SS-014632",48.48,"JEWELL ST","GRAND AV","HORNBLEND ST",380.2966,40,"Collector","AC Improved",15211.864,"Fair",737471.16672
"SS-010682",24.13,"EVERTS ST","GARNET AV","FELSPAR ST",350.2227,40,"Residential","AC Improved",14008.908,"Poor",338034.95004
"SS-008794",60.54,"DAWES ST","GARNET AV","FELSPAR ST",349.2522,40,"Residential","AC Improved",13970.088,"Fair",845749.12752
"SS-019107",80.85,"MORRELL ST","REED AV","THOMAS AV",353.1405,40,"Residential","AC Improved",14125.62,"Good",1142056.377
"SS-016512",51,"LINDA VISTA RD","DANIEL AV","FAMILY CR",1127.8128,82,"Major","AC Improved",92480.6496,"Fair",4716513.1296
"SS-013277",39,"HEALTH CENTER DR","VISTA HILL AV","FROST ST",2050,32,"Collector","AC Improved",65600,"Poor",2558400
"SS-018603",69,"MISSION GORGE RD","GREENBRIER AV","OLD CLIFFS RD",1109.0478,82,"Major","AC Improved",90941.9196,"Fair",6274992.4524
"SS-003728",14.03,"BAYSIDE LN","SEAGIRT CT","SUNSET CT",126.4909,19,"Residential","PCC Jointed Concrete",2403.3271,"Poor",33718.679213
"SS-021913",70.1,"PLAZA AMADA","BEGIN","PLAZA GUATA",119.8666,30,"Residential","AC Improved",3595.998,"Good",252079.4598
"SS-019166",100,"MT ACADIA BL","COWLEY WY","SNEAD AV",2147.9544,40,"Prime","AC Improved",85918.176,"Good",8591817.6
"SS-010897",36.14,"FANUEL ST","GRAND AV","HORNBLEND ST",371.3277,40,"Prime","PCC Jointed Concrete",14853.108,"Poor",536791.32312
"SS-014635",42.35,"JEWELL ST","OLIVER AV","REED AV",347.5543,40,"Prime","PCC Jointed Concrete",13902.172,"Fair",588756.9842
"SS-015101",50.68,"KENDALL ST","PACIFIC BEACH DR","OLIVER AV",324.3226,40,"Residential","PCC Jointed Concrete",12972.904,"Fair",657466.77472
"SS-023807",77.06,"RUMEX LN","SORA WY","BRICKELLIA ST",317.3513,36,"Residential","AC Improved",11424.6468,"Good",880383.282408
"SS-018504",25.48,"MISSION BL","GRAND AV","HORNBLEND ST",364.7739,60,"Major","AC Improved",21886.434,"Poor",557666.33832
"SS-012505",69.79,"GRAND AV","OCEAN BL","MISSION BL",348.0417,40,"Residential","PCC Jointed Concrete",13921.668,"Fair",971593.20972
"SS-006630",61.55,"CASS ST","REED AV","THOMAS AV",349.7412,52,"Major","AC Improved",18186.5424,"Fair",1119381.68472
"SS-022351",48.37,"PREECE ST","OSLER ST","COMLY ST",1137.4002,32,"Residential","AC Improved",36396.8064,"Fair",1760513.525568
"SS-010687",75.09,"EVERTS ST","OLIVER AV","REED AV",350.9557,40,"Residential","AC Improved",14038.228,"Good",1054130.54052
"SS-018011",34.74,"MELBOURNE DR","REBECCA AV","SHAWN AV",892.7122,40,"Residential","AC Improved",35708.488,"Poor",1240512.87312
"SS-020494",46.47,"OLIVER AV","BEGIN","BAYARD ST",457.6651,19,"Residential","PCC Jointed Concrete",8695.6369,"Fair",404086.246743
"SS-011368",33.25,"FORTUNA AV","RIVIERA DR","HAINES ST",274.315,40,"Local","AC Improved",10972.6,"Poor",364838.95
"SS-020879",51,"PACIFIC BEACH DR","MISSION BL","BAYARD ST",585.2472,36,"Prime","AC Improved",21068.8992,"Fair",1074513.8592
"SS-006925",51.47,"CHANTILLY AV","MURRAY RIDGE RD","END",243.0111,30,"Residential","AC Improved",7290.333,"Fair",375233.43951
"SS-007275",28.41,"CLAIREMONT DR","GALVESTON ST","HARTFORD CT",370.1305,75,"Major","AC Improved",27759.7875,"Poor",788655.562875
"SS-007277",36.12,"CLAIREMONT DR","MORENA BL","DENVER ST",851.0636,75,"Major","AC Improved",63829.77,"Poor",2305531.2924
"SS-013122",74.48,"HARTFORD ST","HUXLEY ST","CLAIREMONT DR",399.0286,36,"Residential","AC Improved",14365.0296,"Good",1069907.404608
"SS-007278",39.76,"CLAIREMONT DR","DENVER ST","ERIE ST",339.1686,75,"Major","AC Improved",25437.645,"Poor",1011400.7652
"SS-023496",60,"ROOSEVELT AV","RIVIERA DR","HAINES ST",278,40,"Residential","AC Improved",11120,"Fair",667200
"SS-023477",30.79,"RONDA AV","RAYMELL DR","MONETTE DR",232.1314,40,"Residential","AC Improved",9285.256,"Poor",285893.03224
"SS-015686",39,"LA PLAYA AV","JEWELL ST","SHASTA ST",293.9563,38,"Local","AC Improved",11170.3394,"Poor",435643.2366
"SS-007324",61.71,"CLARA LEE AV","ESTRELLA AV","ZION AV",2029.2322,36,"Residential","AC Improved",73052.3592,"Fair",4508061.086232
"SS-015688",51.25,"LA PLAYA AV","INGRAHAM ST","YOSEMITE ST",289.5886,38,"Local","AC Improved",11004.3668,"Fair",563973.7985
"SS-018605",60.54,"MISSION GORGE RD","GLACIER AV","RAINIER AV",381.0656,68,"Major","AC Improved",25912.4608,"Fair",1568740.376832
"SS-018510",80.67,"MISSION BL","VERONA CT","WHITING CT",135.16,28,"Major","AC Improved",3784.48,"Good",305294.0016
"SS-014574",64.62,"JELLETT ST","MORENA BL","CHICAGO ST",357.2602,40,"Residential","AC Improved",14290.408,"Fair",923446.16496
"SS-018511",100,"MISSION BL","VENICE CT","VERONA CT",126.6728,28,"Major","AC Improved",3546.8384,"Good",354683.84
"SS-014577",31.42,"JELLETT ST","ERIE ST","FRANKFORT ST",350.1885,40,"Residential","AC Improved",14007.54,"Poor",440116.9068
"SS-003724",20.63,"BAYSIDE LN","VANITIE CT","SAN RAFAEL PL",136.6916,19,"Residential","PCC Jointed Concrete",2597.1404,"Poor",53579.006452
