GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US06073008356,06073008356,"Census Tract 83.56, San Diego County, California",4058,255
1400000US06073008357,06073008357,"Census Tract 83.57, San Diego County, California",5067,371
1400000US06073008358,06073008358,"Census Tract 83.58, San Diego County, California",7748,732
1400000US06073008359,06073008359,"Census Tract 83.59, San Diego County, California",4530,304
1400000US06073008360,06073008360,"Census Tract 83.60, San Diego County, California",6783,745
1400000US06073008361,06073008361,"Census Tract 83.61, San Diego County, California",2328,229
1400000US06073008362,06073008362,"Census Tract 83.62, San Diego County, California",3242,297
1400000US06073008363,06073008363,"Census Tract 83.63, San Diego County, California",5384,609
1400000US06073008364,06073008364,"Census Tract 83.64, San Diego County, California",5387,559
1400000US06073008365,06073008365,"Census Tract 83.65, San Diego County, California",3072,177
1400000US06073008366,06073008366,"Census Tract 83.66, San Diego County, California",6049,367
1400000US06073008501,06073008501,"Census Tract 85.01, San Diego County, California",5288,470
1400000US06073008502,06073008502,"Census Tract 85.02, San Diego County, California",6121,542
1400000US06073008503,06073008503,"Census Tract 85.03, San Diego County, California",6525,437
1400000US06073008504,06073008504,"Census Tract 85.04, San Diego County, California",5901,488
1400000US06073008505,06073008505,"Census Tract 85.05, San Diego County, California",6100,585
1400000US06073008506,06073008506,"Census Tract 85.06, San Diego County, California",4562,243
1400000US06073008507,06073008507,"Census Tract 85.07, San Diego County, California",8424,526
1400000US06073008509,06073008509,"Census Tract 85.09, San Diego County, California",7610,478
1400000US06073008510,06073008510,"Census Tract 85.10, San Diego County, California",6996,617
1400000US06073008511,06073008511,"Census Tract 85.11, San Diego County, California",3588,341
1400000US06073008512,06073008512,"Census Tract 85.12, San Diego County, California",4898,538
1400000US06073008513,06073008513,"Census Tract 85.13, San Diego County, California",3071,249
1400000US06073008600,06073008600,"Census Tract 86, San Diego County, California",7339,646
1400000US06073008701,06073008701,"Census Tract 87.01, San Diego County, California",3493,274
1400000US06073008702,06073008702,"Census Tract 87.02, San Diego County, California",5094,375
1400000US06073008800,06073008800,"Census Tract 88, San Diego County, California",6921,612
1400000US06073008901,06073008901,"Census Tract 89.01, San Diego County, California",5157,557
1400000US06073008902,06073008902,"Census Tract 89.02, San Diego County, California",2312,258
1400000US06073009000,06073009000,"Census Tract 90, San Diego County, California",4341,513
1400000US06073009101,06073009101,"Census Tract 91.01, San Diego County, California",5707,428
1400000US06073009102,06073009102,"Census Tract 91.02, San Diego County, California",3575,348
1400000US06073009103,06073009103,"Census Tract 91.03, San Diego County, California",3523,278
1400000US06073009104,06073009104,"Census Tract 91.04, San Diego County, California",2990,208
1400000US06073009106,06073009106,"Census Tract 91.06, San Diego County, California",4527,350
1400000US06073009107,06073009107,"Census Tract 91.07, San Diego County, California",4574,380
1400000US06073009201,06073009201,"Census Tract 92.01, San Diego County, California",5448,417
1400000US06073009202,06073009202,"Census Tract 92.02, San Diego County, California",5018,319
1400000US06073009301,06073009301,"Census Tract 93.01, San Diego County, California",5055,427
1400000US06073009304,06073009304,"Census Tract 93.04, San Diego County, California",8442,717
1400000US06073009305,06073009305,"Census Tract 93.05, San Diego County, California",5258,412
1400000US06073009306,06073009306,"Census Tract 93.06, San Diego County, California",5942,534
1400000US06073009400,06073009400,"Census Tract 94, San Diego County, California",5027,560
1400000US06073009502,06073009502,"Census Tract 95.02, San Diego County, California",3807,264
1400000US06073009504,06073009504,"Census Tract 95.04, San Diego County, California",6668,409
1400000US06073009505,06073009505,"Census Tract 95.05, San Diego County, California",6834,514
1400000US06073009506,06073009506,"Census Tract 95.06, San Diego County, California",4179,212
1400000US06073009507,06073009507,"Census Tract 95.07, San Diego County, California",3710,308
1400000US06073009509,06073009509,"Census Tract 95.09, San Diego County, California",3525,415
1400000US06073009510,06073009510,"Census Tract 95.10, San Diego County, California",4810,527
1400000US06073009511,06073009511,"Census Tract 95.11, San Diego County, California",4324,291
1400000US06073009602,06073009602,"Census Tract 96.02, San Diego County, California",3876,274
1400000US06073009603,06073009603,"Census Tract 96.03, San Diego County, California",5158,454
1400000US06073009604,06073009604,"Census Tract 96.04, San Diego County, California",3578,452
1400000US06073009703,06073009703,"Census Tract 97.03, San Diego County, California",3580,309
1400000US06073009704,06073009704,"Census Tract 97.04, San Diego County, California",5840,367
1400000US06073009705,06073009705,"Census Tract 97.05, San Diego County, California",3666,296
1400000US06073009706,06073009706,"Census Tract 97.06, San Diego County, California",6955,603
1400000US06073009801,06073009801,"Census Tract 98.01, San Diego County, California",4812,328
1400000US06073009802,06073009802,"Census Tract 98.02, San Diego County, California",6628,446
1400000US06073009804,06073009804,"Census Tract 98.04, San Diego County, California",4860,270
1400000US06073009805,06073009805,"Census Tract 98.05, San Diego County, California",5113,238
1400000US06073009901,06073009901,"Census Tract 99.01, San Diego County, California",772,170
1400000US06073009902,06073009902,"Census Tract 99.02, San Diego County, California",0,12
1400000US06073010001,06073010001,"Census Tract 100.01, San Diego County, California",3724,388
1400000US06073010003,06073010003,"Census Tract 100.03, San Diego County, California",6499,540
1400000US06073010004,06073010004,"Census Tract 100.04, San Diego County, California",4587,419
1400000US06073010005,06073010005,"Census Tract 100.05, San Diego County, California",8129,721
1400000US06073010009,06073010009,"Census Tract 100.09, San Diego County, California",6964,510
1400000US06073010010,06073010010,"Census Tract 100.10, San Diego County, California",5973,389
1400000US06073010011,06073010011,"Census Tract 100.11, San Diego County, California",4276,334
1400000US06073010012,06073010012,"Census Tract 100.12, San Diego County, California",5202,399
1400000US06073010013,06073010013,"Census Tract 100.13, San Diego County, California",6180,475
1400000US06073010014,06073010014,"Census Tract 100.14, San Diego County, California",20663,1128
1400000US06073010015,06073010015,"Census Tract 100.15, San Diego County, California",2905,217
1400000US06073010103,06073010103,"Census Tract 101.03, San Diego County, California",7008,469
1400000US06073010104,06073010104,"Census Tract 101.04, San Diego County, California",3746,398
1400000US06073010106,06073010106,"Census Tract 101.06, San Diego County, California",5952,433
1400000US06073010107,06073010107,"Census Tract 101.07, San Diego County, California",6986,448
1400000US06073010109,06073010109,"Census Tract 101.09, San Diego County, California",4727,298
1400000US06073010110,06073010110,"Census Tract 101.10, San Diego County, California",8198,899
1400000US06073010111,06073010111,"Census Tract 101.11, San Diego County, California",3376,309
1400000US06073010112,06073010112,"Census Tract 101.12, San Diego County, California",5079,430
1400000US06073010200,06073010200,"Census Tract 102, San Diego County, California",6360,547
1400000US06073010300,06073010300,"Census Tract 103, San Diego County, California",4741,495
1400000US06073010401,06073010401,"Census Tract 104.01, San Diego County, California",2292,233
1400000US06073010402,06073010402,"Census Tract 104.02, San Diego County, California",6375,383
1400000US06073010501,06073010501,"Census Tract 105.01, San Diego County, California",1451,122
1400000US06073010502,06073010502,"Census Tract 105.02, San Diego County, California",5832,534
1400000US06073010601,06073010601,"Census Tract 106.01, San Diego County, California",2432,321
1400000US06073010800,06073010800,"Census Tract 108, San Diego County, California",2786,228
1400000US06073010900,06073010900,"Census Tract 109, San Diego County, California",2056,160
1400000US06073011000,06073011000,"Census Tract 110, San Diego County, California",3280,296
1400000US06073011100,06073011100,"Census Tract 111, San Diego County, California",4347,354
1400000US06073011300,06073011300,"Census Tract 113, San Diego County, California",3476,477
1400000US06073011601,06073011601,"Census Tract 116.01, San Diego County, California",5838,465
1400000US06073011602,06073011602,"Census Tract 116.02, San Diego County, California",3614,265
1400000US06073011700,06073011700,"Census Tract 117, San Diego County, California",6048,703
1400000US06073011801,06073011801,"Census Tract 118.01, San Diego County, California",3699,348
1400000US06073011802,06073011802,"Census Tract 118.02, San Diego County, California",7566,672
1400000US06073011902,06073011902,"Census Tract 119.02, San Diego County, California",5827,594
1400000US06073012002,06073012002,"Census Tract 120.02, San Diego County, California",3948,374
1400000US06073012003,06073012003,"Census Tract 120.03, San Diego County, California",3519,237
1400000US06073012101,06073012101,"Census Tract 121.01, San Diego County, California",2517,254
1400000US06073012102,06073012102,"Census Tract 121.02, San Diego County, California",3784,370
1400000US06073012200,06073012200,"Census Tract 122, San Diego County, California",3441,305
1400000US06073012302,06073012302,"Census Tract 123.02, San Diego County, California",1743,128
1400000US06073012303,06073012303,"Census Tract 123.03, San Diego County, California",3537,399
1400000US06073012304,06073012304,"Census Tract 123.04, San Diego County, California",3388,395
1400000US06073012401,06073012401,"Census Tract 124.01, San Diego County, California",3783,433
1400000US06073012402,06073012402,"Census Tract 124.02, San Diego County, California",5170,486
1400000US06073012501,06073012501,"Census Tract 125.01, San Diego County, California",3098,496
1400000US06073012502,06073012502,"Census Tract 125.02, San Diego County, California",4199,436
1400000US06073012600,06073012600,"Census Tract 126, San Diego County, California",4641,501
1400000US06073012700,06073012700,"Census Tract 127, San Diego County, California",5343,474
1400000US06073012800,06073012800,"Census Tract 128, San Diego County, California",4021,381
1400000US06073012900,06073012900,"Census Tract 129, San Diego County, California",3195,460
1400000US06073013000,06073013000,"Census Tract 130, San Diego County, California",6604,595
1400000US06073013102,06073013102,"Census Tract 131.02, San Diego County, California",6517,537
1400000US06073013103,06073013103,"Census Tract 131.03, San Diego County, California",2630,289
1400000US06073013104,06073013104,"Census Tract 131.04, San Diego County, California",5727,508
1400000US06073013203,06073013203,"Census Tract 132.03, San Diego County, California",7018,923
1400000US06073013204,06073013204,"Census Tract 132.04, San Diego County, California",4124,406
1400000US06073013205,06073013205,"Census Tract 132.05, San Diego County, California",2475,255
1400000US06073013206,06073013206,"Census Tract 132.06, San Diego County, California",7230,783
1400000US06073013301,06073013301,"Census Tract 133.01, San Diego County, California",5418,419
1400000US06073013302,06073013302,"Census Tract 133.02, San Diego County, California",4904,428
1400000US06073013303,06073013303,"Census Tract 133.03, San Diego County, California",5545,501
1400000US06073013306,06073013306,"Census Tract 133.06, San Diego County, California",4233,548
1400000US06073013307,06073013307,"Census Tract 133.07, San Diego County, California",4212,405
1400000US06073013308,06073013308,"Census Tract 133.08, San Diego County, California",3907,428
1400000US06073013309,06073013309,"Census Tract 133.09, San Diego County, California",7505,622
1400000US06073013310,06073013310,"Census Tract 133.10, San Diego County, California",28187,1778
1400000US06073013311,06073013311,"Census Tract 133.11, San Diego County, California",10643,629
1400000US06073013312,06073013312,"Census Tract 133.12, San Diego County, California",2901,245
1400000US06073013313,06073013313,"Census Tract 133.13, San Diego County, California",13088,930
1400000US06073013314,06073013314,"Census Tract 133.14, San Diego County, California",17134,1573
1400000US06073013401,06073013401,"Census Tract 134.01, San Diego County, California",4562,376
1400000US06073013409,06073013409,"Census Tract 134.09, San Diego County, California",5653,335
1400000US06073013410,06073013410,"Census Tract 134.10, San Diego County, California",7978,652
1400000US06073013411,06073013411,"Census Tract 134.11, San Diego County, California",5445,396
1400000US06073013412,06073013412,"Census Tract 134.12, San Diego County, California",5048,457
1400000US06073013414,06073013414,"Census Tract 134.14, San Diego County, California",8033,649
