,Neighborhood,Unnamed: 0.1.1.1,closed,closed_date,coordinates,duplicate_verified,lat,long,mobile_web_status,open,override_duplicate,requested_datetime,sap_problem_type,service_name,status_description,Duration to Close (Hrs),Neighborhood Prices
5964,Clairemont,,1.0,2017-02-14 00:02:00,32.90925723346824-117.13551333862301,1.0,32.9092572335,-117.135513339,Closed,0.0,0.0,2017-01-31 17:21:00,Pothole,Pothole,Closed,318.68333333333334,0.0
5967,Point Loma,,1.0,2017-02-17 00:03:00,32.8346438-117.19887840000001,1.0,32.8346438,-117.1988784,Closed,0.0,0.0,2017-01-31 17:15:00,Pothole,Pothole,Closed,390.8,0.0
5969,Point Loma,,1.0,2017-02-08 00:02:00,32.94690304013101-117.07820677472104,1.0,32.946903040100004,-117.078206775,Closed,0.0,0.0,2017-01-31 16:51:00,Pothole,Pothole,Closed,175.18333333333337,0.0
5973,Point Loma,,1.0,2017-03-20 19:20:00,32.74477109586427-117.2476221080196,1.0,32.7447710959,-117.24762210799999,Closed,0.0,0.0,2017-01-31 16:32:00,Pothole,Pothole,Closed,1154.8,0.0
5976,Point Loma,,1.0,2017-02-07 00:03:00,32.769565-117.08787,1.0,32.769565,-117.08787,Closed,0.0,0.0,2017-01-31 16:08:00,Pothole,Pothole,Closed,151.91666666666666,0.0
5980,Balboa Park,,1.0,2017-02-01 13:27:00,32.73429131436286-117.2082659477242,0.0,32.734291314400004,-117.20826594799999,Closed,0.0,0.0,2017-01-31 16:02:00,Pothole,Pothole,Closed,21.416666666666668,0.0
5981,Balboa Park,,1.0,2017-02-03 00:02:00,32.75528198211449-117.13883408164983,1.0,32.7552819821,-117.138834082,Closed,0.0,0.0,2017-01-31 16:01:00,Pothole,Pothole,Closed,56.01666666666666,0.0
5994,Mission Valley,,1.0,2017-03-11 00:02:00,32.832961119679894-117.16380895251461,0.0,32.832961119699995,-117.16380895299999,Closed,0.0,0.0,2017-01-31 15:10:00,Pothole,Pothole,Closed,920.8666666666667,0.0
5997,Clairemont,,1.0,2017-03-10 00:03:00,32.7835187-117.15066739999997,0.0,32.783518699999995,-117.15066740000002,Closed,0.0,0.0,2017-01-31 14:40:00,Pothole,Pothole,Closed,897.3833333333333,0.0
5998,San Pasqual Valley,,1.0,2017-02-03 22:01:00,32.76392112544034-117.1700892227046,1.0,32.7639211254,-117.17008922299999,Closed,0.0,0.0,2017-01-31 14:40:00,Pothole,Pothole,Closed,79.35,0.0
5999,Point Loma,,1.0,2017-02-03 00:02:00,32.9114398-117.09726539999997,0.0,32.9114398,-117.09726540000001,Closed,0.0,0.0,2017-01-31 14:40:00,Pothole,Pothole,Closed,57.36666666666667,0.0
6000,Clairemont,,1.0,2017-02-03 00:02:00,32.90463200000001-117.10854619999998,1.0,32.904632,-117.1085462,Closed,0.0,0.0,2017-01-31 14:32:00,Pothole,Pothole,Closed,57.5,0.0
6002,Clairemont,,1.0,2017-02-18 00:02:00,33.08548036221314-117.02934901633301,0.0,33.085480362199995,-117.029349016,Closed,0.0,1.0,2017-01-31 14:29:00,Pothole,Pothole,Closed,417.55,0.0
6003,Balboa Park,,1.0,2017-02-18 00:02:00,32.714531-117.24289,0.0,32.714531,-117.24288999999999,Closed,0.0,0.0,2017-01-31 14:28:00,Pothole,Pothole,Closed,417.56666666666666,0.0
6005,Downtown,,1.0,2017-05-03 00:03:00,32.80622754249052-117.1143552103239,0.0,32.8062275425,-117.11435521,Closed,0.0,0.0,2017-01-31 14:18:00,Pothole,Other,Closed,2193.75,0.0
6011,Clairemont,,1.0,2017-02-14 00:02:00,32.82290307366434-117.1839310613937,1.0,32.8229030737,-117.18393106100001,Closed,0.0,0.0,2017-01-31 13:29:00,Pothole,Pothole,Closed,322.55,0.0
6012,Point Loma,,1.0,2017-03-11 00:02:00,32.909175158211184-117.13213590173795,0.0,32.9091751582,-117.132135902,Closed,0.0,1.0,2017-01-31 12:54:00,Pothole,Pothole,Closed,923.1333333333333,0.0
6021,Clairemont,,1.0,2017-02-07 00:03:00,32.897892-117.138962,1.0,32.897892,-117.138962,Closed,0.0,0.0,2017-01-31 12:27:00,Pothole,Pothole,Closed,155.6,0.0
6022,Point Loma,,1.0,2017-03-03 10:20:00,32.80147121229039-117.2014593489035,0.0,32.8014712123,-117.20145934899999,Closed,0.0,0.0,2017-01-31 12:09:00,Pothole,Pothole,Closed,742.1833333333333,0.0
6025,MIddletown,,1.0,2017-03-07 00:02:00,32.7497202-117.10694089999998,1.0,32.7497202,-117.1069409,Closed,0.0,0.0,2017-01-31 11:55:00,Pothole,Pothole,Closed,828.1166666666667,0.0
6027,Grant Hill,,1.0,2017-02-09 00:03:00,32.81173855463506-117.2016093593642,0.0,32.8117385546,-117.201609359,Closed,0.0,1.0,2017-01-31 11:51:00,Pothole,Pothole,Closed,204.2,0.0
6032,,,1.0,2017-04-25 00:02:00,32.74821459683799-117.14605588710941,1.0,32.7482145968,-117.146055887,Closed,0.0,0.0,2017-01-31 11:29:00,Pothole,Pothole,Closed,2004.55,0.0
6033,Rancho Peñasquitos,,1.0,2017-02-07 00:03:00,32.74986872823582-117.16867310204572,0.0,32.7498687282,-117.16867310200001,Closed,0.0,1.0,2017-01-31 11:24:00,Pothole,Pothole,Closed,156.65,0.0
6035,Clairemont,,1.0,2017-02-07 00:03:00,32.7483422259375-117.15954385991704,0.0,32.748342225900004,-117.15954386,Closed,0.0,1.0,2017-01-31 11:22:00,Pothole,Pothole,Closed,156.68333333333334,0.0
6043,Point Loma,,1.0,2017-05-13 00:02:00,32.82229831623441-117.1274601376529,0.0,32.8222983162,-117.12746013799999,Closed,0.0,0.0,2017-01-31 10:29:00,Pothole,Pothole,Closed,2437.55,0.0
6051,Clairemont,,1.0,2017-02-16 00:02:00,32.74084799278535-117.1594867972882,1.0,32.7408479928,-117.15948679700001,Closed,0.0,0.0,2017-01-31 09:35:00,Pothole,Pothole,Closed,374.45,0.0
6052,MIddletown,,1.0,2017-03-14 00:02:00,32.8505015-117.25500340000002,0.0,32.8505015,-117.25500339999999,Closed,0.0,0.0,2017-01-31 09:29:00,Pothole,Pothole,Closed,998.55,0.0
6054,Barrio Logan,,1.0,2017-02-24 00:03:00,32.9096548-117.15865229999997,1.0,32.9096548,-117.1586523,Closed,0.0,0.0,2017-01-31 09:25:00,Pothole,Pothole,Closed,566.6333333333333,0.0
6057,,,1.0,2017-02-03 23:33:00,32.917159-117.119676,1.0,32.917159000000005,-117.119676,Closed,0.0,0.0,2017-01-31 09:20:00,Pothole,Pothole,Closed,86.21666666666668,0.0
6060,Clairemont,,1.0,2017-02-07 00:03:00,32.89826225050646-117.1396247153619,1.0,32.898262250500004,-117.139624715,Closed,0.0,0.0,2017-01-31 09:14:00,Pothole,Pothole,Closed,158.81666666666666,0.0
6077,,,1.0,2017-02-08 00:02:00,32.846292-117.221074,1.0,32.846292,-117.221074,Closed,0.0,0.0,2017-01-31 08:37:00,Pothole,Pothole,Closed,183.41666666666663,0.0
6079,Clairemont,,1.0,2017-05-04 00:02:00,32.88549500827421-117.16713724614107,0.0,32.8854950083,-117.16713724600001,Closed,0.0,1.0,2017-01-31 08:35:00,Pothole,Pothole,Closed,2223.45,0.0
6084,,,1.0,2017-02-10 00:02:00,32.80700003202716-117.01811001395454,1.0,32.807000032,-117.018110014,Closed,0.0,0.0,2017-01-31 08:19:00,Pothole,Pothole,Closed,231.71666666666667,0.0
6085,Clairemont,,1.0,2017-02-10 00:02:00,32.76922246331115-117.0652102039988,0.0,32.7692224633,-117.065210204,Closed,0.0,0.0,2017-01-31 08:10:00,Pothole,Pothole,Closed,231.86666666666667,0.0
6092,Downtown,,1.0,2017-02-23 00:02:00,32.91276674711926-117.1449641576489,0.0,32.9127667471,-117.144964158,Closed,0.0,0.0,2017-01-31 07:13:00,Pothole,Pothole,Closed,544.8166666666667,0.0
6095,,,1.0,2017-02-22 00:03:00,32.83265461063584-117.16392696971127,1.0,32.8326546106,-117.16392697,Closed,0.0,0.0,2017-01-31 06:45:00,Pothole,Pothole,Closed,521.3,0.0
6098,Clairemont,,1.0,2017-04-29 14:02:00,32.81173512423743-117.20098440319971,1.0,32.8117351242,-117.20098440299999,Closed,0.0,0.0,2017-01-31 06:02:00,Pothole,Pothole,Closed,2120.0,0.0
6101,Carmel Mountain Ranch,,1.0,2017-02-15 00:03:00,33.01673013130213-117.08220987243664,0.0,33.0167301313,-117.082209872,Closed,0.0,1.0,2017-01-30 22:21:00,Pothole,Pothole,Closed,361.7,0.0
6104,Point Loma,,1.0,2017-02-03 23:33:00,32.82949999186274-117.18113974550783,1.0,32.8294999919,-117.181139746,Closed,0.0,0.0,2017-01-30 21:19:00,Pothole,Pothole,Closed,98.23333333333332,0.0
6112,Mission Bay,,1.0,2017-02-18 00:02:00,32.68450200929217-117.0383028698551,0.0,32.6845020093,-117.03830287,Closed,0.0,0.0,2017-01-30 18:48:00,Pothole,Pothole,Closed,437.23333333333335,0.0
6121,Carmel Mountain Ranch,,1.0,2017-02-04 00:02:00,32.90156104604984-117.2226613854218,1.0,32.901561046,-117.222661385,Closed,0.0,0.0,2017-01-30 17:33:00,Pothole,Pothole,Closed,102.48333333333332,0.0
6123,Rancho Peñasquitos,,1.0,2017-02-09 00:03:00,32.794356-117.19418,1.0,32.794356,-117.19418,Closed,0.0,0.0,2017-01-30 17:30:00,Pothole,Pothole,Closed,222.55,0.0
6133,Clairemont,,1.0,2017-02-08 00:02:00,32.846306-117.220896,1.0,32.846306,-117.220896,Closed,0.0,0.0,2017-01-30 16:40:00,Pothole,Pothole,Closed,199.36666666666667,0.0
6134,Clairemont,,1.0,2017-02-16 00:02:00,32.70767-117.079084,1.0,32.70767,-117.07908400000001,Closed,0.0,0.0,2017-01-30 16:19:00,Pothole,Pothole,Closed,391.7166666666666,0.0
6135,Downtown,,1.0,2017-02-16 00:02:00,32.707647-117.079115,0.0,32.707646999999994,-117.07911499999999,Closed,0.0,0.0,2017-01-30 16:16:00,Pothole,Pothole,Closed,391.76666666666665,0.0
6136,Point Loma,,1.0,2017-02-17 00:03:00,32.707785-117.080799,0.0,32.707785,-117.080799,Closed,0.0,0.0,2017-01-30 16:12:00,Pothole,Pothole,Closed,415.85,0.0
6137,Point Loma,,1.0,2017-02-14 00:02:00,32.82403422073687-117.1829571421915,1.0,32.8240342207,-117.182957142,Closed,0.0,1.0,2017-01-30 16:00:00,Pothole,Pothole,Closed,344.03333333333336,0.0
6138,Point Loma,,1.0,2017-02-17 00:03:00,32.82112190581347-117.1829579502973,0.0,32.8211219058,-117.18295795,Closed,0.0,1.0,2017-01-30 15:59:00,Pothole,Pothole,Closed,416.06666666666666,0.0
6142,Point Loma,,1.0,2017-02-15 00:03:00,32.751415-117.236241,1.0,32.751415,-117.23624099999999,Closed,0.0,0.0,2017-01-30 15:27:00,Pothole,Pothole,Closed,368.6,0.0
6145,Clairemont,,1.0,2017-02-21 00:02:00,32.8081055-117.04075319999998,1.0,32.808105499999996,-117.04075320000001,Closed,0.0,0.0,2017-01-30 15:14:00,Pothole,Pothole,Closed,512.8,0.0
6146,Clairemont,,1.0,2017-02-03 23:31:00,32.75241612769931-117.2068000451554,1.0,32.7524161277,-117.206800045,Closed,0.0,0.0,2017-01-30 15:10:00,Pothole,Pothole,Closed,104.35,0.0
6150,Clairemont,,1.0,2017-04-25 00:02:00,32.8127578-117.20004369999998,1.0,32.8127578,-117.2000437,Closed,0.0,0.0,2017-01-30 14:44:00,Pothole,Pothole,Closed,2025.3,0.0
6153,,,1.0,2017-02-03 23:33:00,32.89566258895294-117.0966521431243,0.0,32.895662589000004,-117.09665214299999,Closed,0.0,0.0,2017-01-30 14:18:00,Pothole,Pothole,Closed,105.25,0.0
6158,,,1.0,2017-02-07 00:03:00,32.81006130447517-117.1771593087963,1.0,32.810061304499996,-117.17715930899999,Closed,0.0,0.0,2017-01-30 14:00:00,Pothole,Pothole,Closed,178.05,0.0
6162,Clairemont,,1.0,2017-05-16 00:02:00,32.827694584748-117.20612777558094,0.0,32.8276945847,-117.206127776,Closed,0.0,0.0,2017-01-30 13:30:00,Pothole,Pothole,Closed,2530.5333333333333,0.0
6165,,,1.0,2017-02-08 00:02:00,32.846078757242644-117.22045115634461,1.0,32.8460787572,-117.22045115600001,Closed,0.0,0.0,2017-01-30 13:17:00,Pothole,Pothole,Closed,202.75,0.0
6169,Point Loma,,1.0,2017-04-19 00:03:00,32.726972794942476-117.16746120376587,1.0,32.7269727949,-117.16746120399999,Closed,0.0,0.0,2017-01-30 12:33:00,Pothole,Pothole,Closed,1883.5,0.0
6172,Bankers Hill,,1.0,2017-04-12 00:03:00,32.89992808807117-117.0982171018357,1.0,32.8999280881,-117.098217102,Closed,0.0,0.0,2017-01-30 12:14:00,Pothole,Pothole,Closed,1715.8166666666666,0.0
6173,Balboa Park,,1.0,2017-04-14 00:03:00,32.887216-117.229003,1.0,32.887215999999995,-117.229003,Closed,0.0,0.0,2017-01-30 12:07:00,Pothole,Pothole,Closed,1763.9333333333334,0.0
6176,Miramar,,1.0,2017-02-11 00:02:00,32.76947167121786-117.05905267005635,0.0,32.7694716712,-117.05905267,Closed,0.0,0.0,2017-01-30 11:52:00,Pothole,Pothole,Closed,276.1666666666667,0.0
6177,Point Loma,,1.0,2017-02-07 00:03:00,32.7392339-117.15893940000001,0.0,32.739233899999995,-117.15893940000001,Closed,0.0,0.0,2017-01-30 11:51:00,Pothole,Pothole,Closed,180.2,0.0
6181,Carmel Mountain Ranch,,1.0,2017-02-09 00:03:00,32.804938327400066-117.22386201138673,1.0,32.804938327399995,-117.22386201100001,Closed,0.0,0.0,2017-01-30 11:38:00,Pothole,Pothole,Closed,228.41666666666663,0.0
6185,Balboa Park,,1.0,2017-02-04 00:02:00,32.968203-117.089565,1.0,32.968203,-117.089565,Closed,0.0,0.0,2017-01-30 11:19:00,Pothole,Pothole,Closed,108.71666666666668,0.0
6186,Old Town,,1.0,2017-04-20 12:09:00,32.911484-117.098864,0.0,32.911484,-117.09886399999999,Closed,0.0,0.0,2017-01-30 11:10:00,Pothole,Pothole,Closed,1920.9833333333331,0.0
6188,Point Loma,,1.0,2017-02-07 00:03:00,32.73250579735436-117.15933004498288,0.0,32.732505797399995,-117.159330045,Closed,0.0,0.0,2017-01-30 10:59:00,Pothole,Pothole,Closed,181.06666666666663,0.0
6195,Point Loma,,1.0,2017-02-07 00:03:00,32.714343631541574-117.13376232953186,0.0,32.7143436315,-117.13376233,Closed,0.0,0.0,2017-01-30 10:25:00,Pothole,Pothole,Closed,181.63333333333333,0.0
6200,Point Loma,,1.0,2017-02-04 00:02:00,32.75446084257397-117.22136287612915,1.0,32.754460842600004,-117.221362876,Closed,0.0,0.0,2017-01-30 09:42:00,Pothole,Pothole,Closed,110.33333333333331,0.0
6204,Jamacha-Lomita,,1.0,2017-02-03 23:31:00,32.74417476921106-117.23412791419629,1.0,32.7441747692,-117.234127914,Closed,0.0,0.0,2017-01-30 09:40:00,Pothole,Pothole,Closed,109.85,0.0
6205,Carmel Mountain Ranch,,1.0,2017-04-12 00:03:00,32.901244533687375-117.09516301306155,1.0,32.9012445337,-117.09516301299999,Closed,0.0,0.0,2017-01-30 09:39:00,Pothole,Pothole,Closed,1718.4,0.0
6215,Downtown,,1.0,2017-05-23 00:02:00,32.831288339154554-117.2159342848862,0.0,32.8312883392,-117.215934285,Closed,0.0,1.0,2017-01-30 08:50:00,Pothole,Pothole,Closed,2703.2,0.0
6216,Bankers Hill,,1.0,2017-02-03 00:02:00,32.89845807017749-117.1047172739038,0.0,32.8984580702,-117.104717274,Closed,0.0,0.0,2017-01-30 08:49:00,Pothole,Pothole,Closed,87.21666666666668,0.0
6221,Point Loma,,1.0,2017-02-10 00:02:00,33.02275445448288-117.07425649620359,1.0,33.022754454499996,-117.074256496,Closed,0.0,0.0,2017-01-30 08:27:00,Pothole,Pothole,Closed,255.58333333333331,0.0
6222,,,1.0,2017-02-11 00:02:00,32.80423538241557-117.01757936401367,1.0,32.804235382399995,-117.017579364,Closed,0.0,0.0,2017-01-30 08:11:00,Pothole,Pothole,Closed,279.85,0.0
6223,Tijuana River Valley,,1.0,2017-02-23 00:02:00,32.9150657-117.14485179999997,1.0,32.9150657,-117.1448518,Closed,0.0,0.0,2017-01-30 07:58:00,Pothole,Pothole,Closed,568.0666666666667,0.0
6224,,,1.0,2017-02-03 00:02:00,32.828725998124085-117.21337414639774,1.0,32.8287259981,-117.213374146,Closed,0.0,0.0,2017-01-30 07:46:00,Pothole,Pothole,Closed,88.26666666666668,0.0
6226,Carmel Mountain Ranch,,1.0,2017-02-04 00:02:00,32.574488630773885-117.09277005158992,0.0,32.5744886308,-117.092770052,Closed,0.0,1.0,2017-01-30 07:34:00,Pothole,Pothole,Closed,112.46666666666668,0.0
6231,Downtown,,1.0,2017-02-09 00:03:00,32.573828-117.05014299999999,0.0,32.573828000000006,-117.05014299999999,Closed,0.0,0.0,2017-01-30 06:50:00,Pothole,Pothole,Closed,233.21666666666667,0.0
6232,Barrio Logan,,1.0,2017-04-12 00:03:00,32.90011893289246-117.0976481921462,1.0,32.9001189329,-117.09764819200001,Closed,0.0,0.0,2017-01-30 06:45:00,Pothole,Pothole,Closed,1721.3,0.0
6233,Jamacha-Lomita,,1.0,2017-02-21 00:02:00,32.78463411512936-117.1104744610637,0.0,32.784634115100005,-117.11047446100001,Closed,0.0,0.0,2017-01-30 06:34:00,Pothole,Pothole,Closed,521.4666666666667,0.0
6237,Sherman Heights,,1.0,2017-02-03 00:02:00,32.702592-117.030604,0.0,32.702591999999996,-117.030604,Closed,0.0,0.0,2017-01-30 05:51:00,Pothole,Pothole,Closed,90.18333333333334,0.0
6240,Mission Valley,,1.0,2017-02-23 00:02:00,32.82858950568653-117.1035578561791,0.0,32.8285895057,-117.10355785600001,Closed,0.0,1.0,2017-01-30 04:47:00,Pothole,Pothole,Closed,571.25,0.0
6248,,,1.0,2017-02-15 00:03:00,32.92621742828241-117.1393516532898,1.0,32.9262174283,-117.13935165299999,Closed,0.0,0.0,2017-01-30 00:10:00,Pothole,Pothole,Closed,383.88333333333327,0.0
6250,Point Loma,,1.0,2017-02-03 00:02:00,32.8552341-117.2176154,1.0,32.855234100000004,-117.21761540000001,Closed,0.0,0.0,2017-01-29 23:36:00,Pothole,Pothole,Closed,96.43333333333334,0.0
6255,Mission Valley,,1.0,2017-05-18 00:02:00,32.919871771940585-117.12499820052489,0.0,32.9198717719,-117.124998201,Closed,0.0,0.0,2017-01-29 20:05:00,Pothole,Pothole,Closed,2595.95,0.0
6265,Point Loma,,1.0,2017-02-10 00:02:00,32.75148489999999-117.0805115,0.0,32.7514849,-117.0805115,Closed,0.0,1.0,2017-01-29 18:32:00,Pothole,Pothole,Closed,269.5,0.0
6267,,,1.0,2017-02-07 00:03:00,32.766163-117.119441,1.0,32.766163,-117.119441,Closed,0.0,0.0,2017-01-29 18:14:00,Pothole,Pothole,Closed,197.81666666666663,0.0
6270,Clairemont,,1.0,2017-02-14 00:03:00,32.79359314103949-117.2389393903781,1.0,32.793593141,-117.23893939,Closed,0.0,0.0,2017-01-29 17:59:00,Pothole,Pothole,Closed,366.06666666666666,0.0
6271,Point Loma,,1.0,2017-04-19 00:03:00,32.727026949135656-117.16743974609369,1.0,32.7270269491,-117.167439746,Closed,0.0,0.0,2017-01-29 17:48:00,Pothole,Pothole,Closed,1902.25,0.0
6273,Rancho Peñasquitos,,1.0,2017-02-15 00:03:00,33.02733043470253-117.08589052590332,0.0,33.0273304347,-117.085890526,Closed,0.0,0.0,2017-01-29 17:39:00,Pothole,Pothole,Closed,390.4,0.0
6274,Clairemont,,1.0,2017-02-03 00:02:00,32.8312127588818-117.2155907623291,1.0,32.8312127589,-117.215590762,Closed,0.0,0.0,2017-01-29 17:36:00,Pothole,Pothole,Closed,102.43333333333334,0.0
6279,Downtown,,1.0,2017-02-07 00:03:00,32.7552129-117.13884519999999,0.0,32.7552129,-117.1388452,Closed,0.0,0.0,2017-01-29 16:53:00,Pothole,Pothole,Closed,199.16666666666663,0.0
6281,Point Loma,,1.0,2017-02-07 00:03:00,32.71994973566692-117.1574871907224,1.0,32.7199497357,-117.157487191,Closed,0.0,0.0,2017-01-29 16:47:00,Pothole,Pothole,Closed,199.26666666666668,0.0
6282,Bankers Hill,,1.0,2017-02-03 23:33:00,32.7392629-117.09973560000003,0.0,32.73926289999999,-117.09973559999999,Closed,0.0,0.0,2017-01-29 16:31:00,Pothole,Pothole,Closed,127.03333333333332,0.0
6284,,,1.0,2017-02-01 00:02:00,32.7708987-117.04268969999998,0.0,32.7708987,-117.04268970000001,Closed,0.0,0.0,2017-01-29 16:07:00,Pothole,Pothole,Closed,55.91666666666666,0.0
6285,Bankers Hill,,1.0,2017-02-03 00:02:00,32.73139203229884-117.16030218807336,1.0,32.7313920323,-117.16030218799999,Closed,0.0,0.0,2017-01-29 16:01:00,Pothole,Pothole,Closed,104.01666666666668,0.0
6286,Bankers Hill,,1.0,2017-02-16 00:02:00,32.74081466113151-117.15945965604679,1.0,32.7408146611,-117.15945965600001,Closed,0.0,0.0,2017-01-29 15:56:00,Pothole,Pothole,Closed,416.1,0.0
6287,Rancho Peñasquitos,,1.0,2017-02-01 00:02:00,32.76093453249605-117.0748226544981,0.0,32.7609345325,-117.074822654,Closed,0.0,0.0,2017-01-29 15:56:00,Pothole,Pothole,Closed,56.1,0.0
6289,Rancho Peñasquitos,,1.0,2017-02-01 00:02:00,32.76090234735927-117.0742105813631,0.0,32.7609023474,-117.074210581,Closed,0.0,0.0,2017-01-29 15:53:00,Pothole,Pothole,Closed,56.15,0.0
6304,Grant Hill,,1.0,2017-02-09 00:03:00,32.7800590854199-117.1109218426307,1.0,32.7800590854,-117.11092184299999,Closed,0.0,0.0,2017-01-29 13:57:00,Pothole,Pothole,Closed,250.1,0.0
6307,,,1.0,2017-02-03 23:33:00,32.695510471808134-117.11246820112413,0.0,32.6955104718,-117.112468201,Closed,0.0,0.0,2017-01-29 13:11:00,Pothole,Pothole,Closed,130.36666666666667,0.0
6328,,,1.0,2017-02-18 00:02:00,32.70735930654467-117.0593988430845,0.0,32.7073593065,-117.059398843,Closed,0.0,0.0,2017-01-29 10:07:00,Pothole,Pothole,Closed,469.91666666666674,0.0
6330,Clairemont,,1.0,2017-02-08 11:39:00,32.9457319756641-117.0817030151374,1.0,32.9457319757,-117.081703015,Closed,0.0,0.0,2017-01-29 08:54:00,Pothole,Pothole,Closed,242.75,0.0
6332,Point Loma,,1.0,2017-02-10 11:24:00,32.987586-117.090494,1.0,32.987586,-117.09049399999999,Closed,0.0,0.0,2017-01-29 08:49:00,Pothole,Pothole,Closed,290.5833333333333,0.0
6333,Point Loma,,1.0,2017-02-03 23:31:00,32.793335-117.168892,1.0,32.793335,-117.168892,Closed,0.0,0.0,2017-01-29 08:39:00,Pothole,Pothole,Closed,134.86666666666667,0.0
6346,Clairemont,,1.0,2017-02-03 23:33:00,32.755744-117.09444,0.0,32.755744,-117.09443999999999,Closed,0.0,0.0,2017-01-28 21:57:00,Pothole,Pothole,Closed,145.6,0.0
6352,Downtown,,1.0,2017-02-28 00:02:00,32.8714682622452-117.224997457972,1.0,32.8714682622,-117.22499745799999,Closed,0.0,0.0,2017-01-28 20:49:00,Pothole,Pothole,Closed,723.2166666666667,0.0
6353,Balboa Park,,1.0,2017-02-14 00:02:00,32.7936822-117.196059,1.0,32.7936822,-117.196059,Closed,0.0,0.0,2017-01-28 20:04:00,Pothole,Pothole,Closed,387.9666666666666,0.0
6354,Rancho Peñasquitos,,1.0,2017-02-03 00:02:00,32.71631935622268-117.1674013021488,1.0,32.716319356199996,-117.167401302,Closed,0.0,0.0,2017-01-28 19:29:00,Pothole,Pothole,Closed,124.55,0.0
6355,Clairemont,,1.0,2017-02-03 23:33:00,32.756132-117.092051,0.0,32.756132,-117.092051,Closed,0.0,0.0,2017-01-28 19:02:00,Pothole,Pothole,Closed,148.51666666666668,0.0
6356,Mission Valley,,1.0,2017-02-07 00:03:00,32.739519107944645-117.1468993894577,0.0,32.7395191079,-117.146899389,Closed,0.0,1.0,2017-01-28 18:49:00,Pothole,Pothole,Closed,221.2333333333333,0.0
6362,Clairemont,,1.0,2017-02-14 00:03:00,32.8042794624649-117.2422168684352,1.0,32.8042794625,-117.24221686799999,Closed,0.0,0.0,2017-01-28 17:51:00,Pothole,Pothole,Closed,390.2,0.0
6363,Point Loma,,1.0,2017-02-03 23:33:00,32.947052-117.098301,1.0,32.947052,-117.098301,Closed,0.0,0.0,2017-01-28 17:47:00,Pothole,Pothole,Closed,149.76666666666668,0.0
6367,Mission Bay,,1.0,2017-02-16 00:02:00,32.72943828165349-117.1958681318999,1.0,32.7294382817,-117.195868132,Closed,0.0,0.0,2017-01-28 17:36:00,Pothole,Pothole,Closed,438.4333333333333,0.0
6370,Bankers Hill,,1.0,2017-02-09 00:03:00,32.7859401516922-117.1935001575548,1.0,32.785940151700004,-117.19350015799999,Closed,0.0,0.0,2017-01-28 17:21:00,Pothole,Pothole,Closed,270.7,0.0
6372,Clairemont,,1.0,2017-02-09 00:03:00,32.78831159782603-117.1936017299932,0.0,32.7883115978,-117.19360173,Closed,0.0,0.0,2017-01-28 16:58:00,Pothole,Pothole,Closed,271.0833333333333,0.0
6373,Clairemont,,1.0,2017-02-02 00:02:00,32.7171634091369-117.1338904929507,1.0,32.717163409099996,-117.133890493,Closed,0.0,0.0,2017-01-28 16:55:00,Pothole,Pothole,Closed,103.11666666666666,0.0
6381,Old Town,,1.0,2017-02-07 00:03:00,32.7643494114025-117.1000626556397,1.0,32.7643494114,-117.100062656,Closed,0.0,0.0,2017-01-28 15:35:00,Pothole,Pothole,Closed,224.46666666666667,0.0
6382,Clairemont,,1.0,2017-02-07 00:03:00,32.694212-117.027719,0.0,32.694212,-117.02771899999999,Closed,0.0,0.0,2017-01-28 15:33:00,Pothole,Pothole,Closed,224.5,0.0
6383,Downtown,,1.0,2017-02-03 23:31:00,32.73441374206147-117.09393153442386,1.0,32.7344137421,-117.09393153399999,Closed,0.0,0.0,2017-01-28 15:30:00,Pothole,Pothole,Closed,152.01666666666668,0.0
6389,Mission Valley,,1.0,2017-02-03 00:02:00,32.688059-117.025709,1.0,32.688059,-117.025709,Closed,0.0,0.0,2017-01-28 15:19:00,Pothole,Pothole,Closed,128.71666666666667,0.0
6391,Point Loma,,1.0,2017-02-09 00:03:00,32.78569770514293-117.2041680571783,0.0,32.78569770510001,-117.204168057,Closed,0.0,0.0,2017-01-28 15:12:00,Pothole,Pothole,Closed,272.85,0.0
6393,Point Loma,,1.0,2017-02-18 00:02:00,32.76809501500247-117.1393357995543,1.0,32.768095015,-117.1393358,Closed,0.0,0.0,2017-01-28 15:08:00,Pothole,Pothole,Closed,488.9,0.0
6395,,,1.0,2017-02-16 00:02:00,32.72560867541126-117.22683532475114,0.0,32.7256086754,-117.226835325,Closed,0.0,1.0,2017-01-28 14:59:00,Pothole,Pothole,Closed,441.05,0.0
6397,Clairemont,,1.0,2017-02-04 00:02:00,32.751434-117.2156153,1.0,32.751434,-117.2156153,Closed,0.0,0.0,2017-01-28 14:48:00,Pothole,Pothole,Closed,153.23333333333332,0.0
6408,Bankers Hill,,1.0,2017-01-31 00:03:00,32.683282415413-117.0311891288655,1.0,32.6832824154,-117.031189129,Closed,0.0,0.0,2017-01-28 14:00:00,Pothole,Pothole,Closed,58.05,0.0
6409,Point Loma,,1.0,2017-02-08 00:02:00,32.68331271599297-117.0312757139253,1.0,32.683312715999996,-117.031275714,Closed,0.0,0.0,2017-01-28 13:59:00,Pothole,Pothole,Closed,250.05,0.0
