,status_description,mobile_web_status,duplicate_verified,override_duplicate,requested_datetime,closed_date,open,closed,service_name,coordinates,lat,long,sap_problem_type
21169,Assigned,In process,0,1,2017-03-31T09:21:00,,1,0,Pothole,32.80582862584249-117.2203130823345,32.8058286258,-117.220313082,Pothole
21242,Assigned,In process,0,0,2017-03-30T23:20:00,,1,0,Pothole,32.9721969-117.1513028,32.9721969,-117.1513028,Pothole
21268,Assigned,In process,0,0,2017-03-30T20:10:00,,1,0,Pothole,32.844301998544026-117.27037767361071,32.8443019985,-117.270377674,Pothole
21277,Assigned,In process,0,0,2017-03-30T19:39:00,,1,0,Pothole,32.74828538351926-117.19175052341762,32.7482853835,-117.191750523,Pothole
21380,Assigned,In process,0,0,2017-03-30T15:18:00,,1,0,Pothole,32.71692305806346-117.1466623340893,32.7169230581,-117.146662334,Pothole
21389,Assigned,In process,0,1,2017-03-30T14:58:00,,1,0,Pothole,32.80498523918815-117.25808086796222,32.8049852392,-117.258080868,Pothole
21408,Assigned,In process,0,0,2017-03-30T14:42:00,,1,0,Pothole,32.811148108461445-117.26671802132174,32.8111481085,-117.266718021,Pothole
21409,Assigned,In process,0,0,2017-03-30T14:41:00,,1,0,Pothole,32.809302442046345-117.26454859569128,32.809302441999996,-117.264548596,Pothole
21534,Assigned,In process,0,0,2017-03-30T09:37:00,,1,0,Pothole,32.55866554960819-116.93604020996099,32.5586655496,-116.93604021,Pothole
21545,Assigned,In process,0,0,2017-03-30T09:24:00,,1,0,Pothole,32.75480812884192-117.0586043224829,32.7548081288,-117.05860432200001,Pothole
21606,Assigned,In process,0,0,2017-03-30T06:39:00,,1,0,Pothole,32.80507539628583-117.1444604524725,32.8050753963,-117.144460452,Pothole
21607,Assigned,In process,0,0,2017-03-30T06:38:00,,1,0,Pothole,32.80861156530005-117.1445885920338,32.808611565300005,-117.144588592,Pothole
21619,Assigned,In process,0,0,2017-03-30T05:11:00,,1,0,Pothole,32.817144815300814-117.15482210189123,32.817144815300004,-117.15482210200001,Pothole
21620,Assigned,In process,0,1,2017-03-30T05:06:00,,1,0,Pothole,32.82904343154956-117.15328088746445,32.829043431500004,-117.15328088700001,Pothole
21622,Assigned,In process,0,1,2017-03-30T03:42:00,,1,0,Pothole,32.876574332667424-117.18949823303223,32.8765743327,-117.189498233,Pothole
21630,Assigned,In process,0,1,2017-03-29T22:28:00,,1,0,Pothole,32.75363073026948-117.22376613540649,32.7536307303,-117.223766135,Pothole
21641,Assigned,In process,0,0,2017-03-29T21:33:00,,1,0,Pothole,32.829476-117.27113280000003,32.829476,-117.2711328,Pothole
21664,Assigned,In process,0,0,2017-03-29T20:17:00,,1,0,Pothole,32.82428814488231-117.25537876381952,32.824288144899995,-117.255378764,Pothole
21774,Assigned,In process,0,0,2017-03-29T16:24:00,,1,0,Pothole,32.80773340819083-117.15418512017412,32.8077334082,-117.15418512,Pothole
21780,Assigned,In process,0,1,2017-03-29T16:18:00,,1,0,Pothole,32.82105895610994-117.1550100552144,32.8210589561,-117.155010055,Pothole
21822,Assigned,In process,0,0,2017-03-29T14:37:00,,1,0,Pothole,32.78349741135092-117.06195692211838,32.7834974114,-117.06195692200001,Pothole
21920,Assigned,In process,0,1,2017-03-29T11:14:00,,1,0,Pothole,32.75741754235836-117.2236571186567,32.7574175424,-117.223657119,Pothole
21934,Assigned,In process,0,0,2017-03-29T10:36:00,,1,0,Pothole,32.79647575240522-117.09112284788506,32.7964757524,-117.091122848,Pothole
21945,Assigned,In process,0,0,2017-03-29T10:16:00,,1,0,Pothole,32.82367470028146-117.20809910418795,32.8236747003,-117.208099104,Pothole
22057,Assigned,In process,0,0,2017-03-28T21:08:00,,1,0,Pothole,32.79357438232405-117.2332041423038,32.7935743823,-117.233204142,Pothole
22083,Assigned,In process,0,1,2017-03-28T19:09:00,,1,0,Pothole,32.747382-117.086161,32.747382,-117.086161,Pothole
22090,Assigned,In process,0,0,2017-03-28T18:59:00,,1,0,Pothole,32.71748170224341-117.15364986560667,32.7174817022,-117.15364986600001,Pothole
22150,Assigned,In process,0,0,2017-03-28T16:49:00,,1,0,Pothole,32.82421963290521-117.25537138447655,32.8242196329,-117.255371384,Pothole
22210,Assigned,In process,0,0,2017-03-28T14:09:00,,1,0,Pothole,32.57188574758586-116.99683578453069,32.5718857476,-116.996835785,Pothole
22302,Assigned,In process,0,0,2017-03-28T11:31:00,,1,0,Pothole,32.80776239406095-117.2123402241699,32.807762394099996,-117.212340224,Pothole
22332,Assigned,In process,0,1,2017-03-28T10:36:00,,1,0,Pothole,32.79115850687235-117.16269760055542,32.791158506900004,-117.162697601,Pothole
22417,Assigned,In process,0,1,2017-03-28T06:59:00,,1,0,Pothole,32.79139449996125-117.1655728683341,32.7913945,-117.165572868,Pothole
22428,Assigned,In process,0,1,2017-03-28T05:51:00,,1,0,Pothole,32.83127313148115-117.21656228088148,32.8312731315,-117.21656228100001,Pothole
22475,Assigned,In process,0,0,2017-03-27T20:09:00,,1,0,Pothole,32.806052-117.218846,32.806052,-117.218846,Pothole
22500,Assigned,In process,0,0,2017-03-27T17:48:00,,1,0,Pothole,32.73759862599579-117.1341137093795,32.737598626,-117.13411370899999,Pothole
22510,Assigned,In process,0,1,2017-03-27T17:21:00,,1,0,Pothole,32.93468271073637-117.23703275675986,32.9346827107,-117.23703275700001,Pothole
22513,Assigned,In process,0,0,2017-03-27T17:15:00,,1,0,Pothole,32.801088055725536-117.25298866157615,32.8010880557,-117.252988662,Pothole
22572,Assigned,In process,0,0,2017-03-27T15:38:00,,1,0,Pothole,32.72907447072932-117.1287611873049,32.7290744707,-117.12876118700001,Pothole
22593,Assigned,In process,0,0,2017-03-27T15:08:00,,1,0,Pothole,32.75185824374925-117.0796342660832,32.7518582437,-117.079634266,Pothole
22601,Assigned,In process,0,0,2017-03-27T14:54:00,,1,0,Pothole,32.81539927239792-117.2414686997582,32.8153992724,-117.2414687,Pothole
22608,Assigned,In process,0,0,2017-03-27T14:28:00,,1,0,Pothole,32.72999842724128-117.1175287257242,32.729998427199995,-117.117528726,Pothole
22625,Assigned,In process,0,1,2017-03-27T13:52:00,,1,0,Pothole,32.79132373788325-117.1621497058839,32.7913237379,-117.16214970600001,Pothole
22640,Assigned,In process,0,0,2017-03-27T13:06:00,,1,0,Pothole,32.801088055725536-117.25298866157615,32.8010880557,-117.252988662,Pothole
22647,Assigned,In process,0,0,2017-03-27T12:57:00,,1,0,Pothole,32.808304-117.244417,32.808304,-117.244417,Pothole
22653,Assigned,In process,0,0,2017-03-27T12:52:00,,1,0,Pothole,32.807919-117.24258,32.807919,-117.24258,Pothole
22654,Assigned,In process,0,0,2017-03-27T12:47:00,,1,0,Pothole,32.807178-117.241126,32.807178,-117.241126,Pothole
22656,Assigned,In process,0,0,2017-03-27T12:46:00,,1,0,Pothole,32.806648-117.240924,32.806647999999996,-117.24092399999999,Pothole
22659,Assigned,In process,0,0,2017-03-27T12:42:00,,1,0,Other,32.7503786-117.155573,32.750378600000005,-117.155573,Pothole
22662,Assigned,In process,0,0,2017-03-27T12:38:00,,1,0,Pothole,32.803813-117.241661,32.803813,-117.24166100000001,Pothole
22675,Assigned,In process,0,1,2017-03-27T12:30:00,,1,0,Pothole,32.806202-117.242947,32.806202,-117.242947,Pothole
22682,Assigned,In process,0,0,2017-03-27T12:24:00,,1,0,Pothole,32.807928-117.245667,32.807928000000004,-117.245667,Pothole
22684,Assigned,In process,0,0,2017-03-27T12:24:00,,1,0,Pothole,32.807918-117.245674,32.807918,-117.245674,Pothole
22686,Assigned,In process,0,0,2017-03-27T12:23:00,,1,0,Pothole,32.807977-117.245854,32.807977,-117.24585400000001,Pothole
22688,Assigned,In process,0,0,2017-03-27T12:21:00,,1,0,Pothole,32.79040933622055-117.10000746604366,32.7904093362,-117.10000746600001,Pothole
22692,Assigned,In process,0,0,2017-03-27T12:17:00,,1,0,Pothole,32.810043-117.2479,32.810043,-117.2479,Pothole
22694,Assigned,In process,0,0,2017-03-27T12:11:00,,1,0,Pothole,32.7706711-117.04929759999999,32.7706711,-117.0492976,Pothole
22736,Assigned,In process,0,0,2017-03-27T11:02:00,,1,0,Pothole,32.7951103694644-117.2487274827255,32.7951103695,-117.248727483,Pothole
22746,Assigned,In process,0,1,2017-03-27T10:33:00,,1,0,Pothole,32.97992-117.247634,32.97992,-117.247634,Pothole
22750,Assigned,In process,0,0,2017-03-27T10:27:00,,1,0,Pothole,32.80994005621952-117.21974802767798,32.8099400562,-117.219748028,Pothole
22909,Assigned,In process,0,0,2017-03-26T16:33:00,,1,0,Pothole,32.794085-117.241152,32.794084999999995,-117.241152,Pothole
22913,Assigned,In process,0,1,2017-03-26T16:23:00,,1,0,Pothole,32.798248-117.256764,32.798248,-117.25676399999999,Pothole
22917,Assigned,In process,0,0,2017-03-26T15:35:00,,1,0,Pothole,32.8221938-117.23456970000001,32.8221938,-117.2345697,Pothole
22919,Assigned,In process,0,0,2017-03-26T15:27:00,,1,0,Pothole,32.8026444-117.2280174,32.8026444,-117.22801740000001,Pothole
22976,Assigned,In process,1,1,2017-03-26T12:11:00,,1,0,Pothole,32.81669622382335-117.1806700040664,32.8166962238,-117.18067000399999,Pothole
23047,Assigned,In process,0,0,2017-03-26T08:52:00,,1,0,Pothole,32.74851822297344-117.1495833435255,32.748518223000005,-117.14958334399999,Pothole
23058,Assigned,In process,0,0,2017-03-26T08:29:00,,1,0,Pothole,32.79959624170586-117.2329276242454,32.7995962417,-117.232927624,Pothole
23085,Assigned,In process,0,0,2017-03-26T05:40:00,,1,0,Pothole,32.8086087-117.16162029999998,32.8086087,-117.1616203,Pothole
23210,Assigned,In process,0,0,2017-03-25T14:51:00,,1,0,Pothole,32.794072634324195-117.2527916108526,32.7940726343,-117.252791611,Pothole
23216,Assigned,In process,0,0,2017-03-25T14:34:00,,1,0,Pothole,32.82741412762759-117.2142637237339,32.8274141276,-117.21426372399999,Pothole
23245,Assigned,In process,0,1,2017-03-25T12:17:00,,1,0,Pothole,32.978946971077846-117.08199798392222,32.9789469711,-117.081997984,Pothole
23247,Assigned,In process,0,1,2017-03-25T12:14:00,,1,0,Pothole,32.786537-117.170521,32.786537,-117.170521,Pothole
23280,Assigned,In process,0,0,2017-03-25T09:53:00,,1,0,Pothole,32.89983952173576-117.2434143689046,32.8998395217,-117.24341436899999,Pothole
23288,Assigned,In process,0,1,2017-03-25T09:40:00,,1,0,Pothole,32.80633032882435-117.17263395717771,32.8063303288,-117.172633957,Pothole
23303,Assigned,In process,0,1,2017-03-25T08:16:00,,1,0,Pothole,32.73161293010482-117.1638684534628,32.7316129301,-117.16386845299999,Pothole
23437,Assigned,In process,0,0,2017-03-24T16:09:00,,1,0,Pothole,32.84088833333333-117.274575,32.8408883333,-117.274575,Pothole
23448,Assigned,In process,0,0,2017-03-24T15:56:00,,1,0,Pothole,32.79580334925866-117.01888772037138,32.7958033493,-117.01888772,Pothole
23449,Assigned,In process,0,0,2017-03-24T15:53:00,,1,0,Pothole,32.79271866622823-117.143513805206,32.792718666199995,-117.143513805,Pothole
23546,Assigned,In process,0,0,2017-03-24T13:01:00,,1,0,Pothole,32.806642-117.172574,32.806642,-117.172574,Pothole
23555,Assigned,In process,0,1,2017-03-24T12:17:00,,1,0,Pothole,32.74891889536497-117.1714189707698,32.7489188954,-117.17141897100001,Pothole
23558,Assigned,In process,0,0,2017-03-24T12:16:00,,1,0,Pothole,32.79164277951493-117.2549620551218,32.791642779499995,-117.254962055,Pothole
23559,Assigned,In process,0,0,2017-03-24T12:16:00,,1,0,Pothole,32.79151860161944-117.2548564431418,32.791518601599996,-117.254856443,Pothole
23585,Assigned,In process,0,0,2017-03-24T11:12:00,,1,0,Pothole,32.84455886913631-117.27641946081332,32.8445588691,-117.276419461,Pothole
23759,Assigned,In process,0,0,2017-03-23T20:13:00,,1,0,Pothole,32.79120338916468-117.2411298434692,32.7912033892,-117.241129843,Pothole
23775,Assigned,In process,0,0,2017-03-23T19:17:00,,1,0,Pothole,32.71603297353283-117.16537980957031,32.7160329735,-117.16537981,Pothole
23834,Assigned,In process,0,0,2017-03-23T16:30:00,,1,0,Pothole,32.9089447-117.1405153,32.9089447,-117.14051529999999,Pothole
23839,Assigned,In process,0,0,2017-03-23T16:26:00,,1,0,Pothole,32.83756936437715-117.1278502420682,32.837569364400004,-117.12785024200001,Pothole
23911,Assigned,In process,0,0,2017-03-23T14:19:00,,1,0,Pothole,32.762898090326-117.1475772188204,32.762898090300006,-117.147577219,Pothole
23918,Assigned,In process,0,0,2017-03-23T14:11:00,,1,0,Pothole,32.81720380587127-117.1532028164671,32.8172038059,-117.153202816,Pothole
23932,Assigned,In process,0,0,2017-03-23T13:42:00,,1,0,Pothole,32.75140696067416-117.09657055914732,32.7514069607,-117.096570559,Pothole
23943,Assigned,In process,0,1,2017-03-23T13:16:00,,1,0,Pothole,32.8115767-117.17464189999998,32.811576699999996,-117.1746419,Pothole
24013,Assigned,In process,0,0,2017-03-23T11:02:00,,1,0,Pothole,32.794301641841535-117.24307804031372,32.7943016418,-117.24307804,Pothole
24039,Assigned,In process,0,1,2017-03-23T10:15:00,,1,0,Pothole,32.82172833167209-117.14853553695679,32.8217283317,-117.148535537,Pothole
24078,Assigned,In process,0,0,2017-03-23T08:09:00,,1,0,Pothole,32.75763590651851-117.224188440712,32.7576359065,-117.22418844100001,Pothole
24130,Assigned,In process,0,0,2017-03-22T22:24:00,,1,0,Pothole,32.7409436-117.17964810000001,32.7409436,-117.1796481,Pothole
24148,Assigned,In process,0,0,2017-03-22T20:17:00,,1,0,Pothole,32.81543181028261-117.1731815501724,32.815431810300005,-117.17318155,Pothole
24149,Assigned,In process,0,0,2017-03-22T20:16:00,,1,0,Pothole,32.81549868737019-117.173143920498,32.815498687399995,-117.17314392,Pothole
24222,Acknowledged,In process,0,1,2017-03-22T17:07:00,,1,0,Pothole,32.94608328076272-117.0796941562079,32.946083280799996,-117.079694156,Pothole
24227,Acknowledged,In process,0,1,2017-03-22T16:50:00,,1,0,Pothole,32.837924215648506-117.10366220901489,32.8379242156,-117.10366220899999,Pothole
24231,Assigned,In process,0,0,2017-03-22T16:45:00,,1,0,Pothole,32.79549764325528-117.0910588292976,32.7954976433,-117.09105882899999,Pothole
24233,Assigned,In process,0,0,2017-03-22T16:42:00,,1,0,Pothole,32.78937839451466-117.10877988812956,32.7893783945,-117.10877988799999,Pothole
24276,Assigned,In process,0,0,2017-03-22T15:39:00,,1,0,Pothole,32.78542671015436-117.06281418403488,32.7854267102,-117.06281418399999,Pothole
24286,Assigned,In process,0,0,2017-03-22T15:23:00,,1,0,Pothole,32.81359028980231-117.1713741925961,32.8135902898,-117.17137419299999,Pothole
24324,Assigned,In process,0,0,2017-03-22T14:18:00,,1,0,Pothole,32.78892788587612-117.15940008366216,32.7889278859,-117.159400084,Pothole
24354,Assigned,In process,0,1,2017-03-22T13:14:00,,1,0,Pothole,32.75509445465426-117.1437875927586,32.7550944547,-117.143787593,Pothole
24392,Assigned,In process,0,0,2017-03-22T12:10:00,,1,0,Pothole,32.8313063655874-117.2165927133614,32.8313063656,-117.216592713,Pothole
24402,Assigned,In process,0,0,2017-03-22T11:57:00,,1,0,Pothole,32.866830783128044-117.21356824681386,32.8668307831,-117.21356824700001,Pothole
24403,Assigned,In process,0,0,2017-03-22T11:55:00,,1,0,Pothole,32.79737855606107-117.25184646702077,32.7973785561,-117.25184646700001,Pothole
24407,Assigned,In process,0,0,2017-03-22T11:53:00,,1,0,Pothole,32.816312509420264-117.2612930275988,32.8163125094,-117.261293028,Pothole
24422,Assigned,In process,0,0,2017-03-22T11:16:00,,1,0,Pothole,32.98278255373504-117.229983717183,32.9827825537,-117.22998371700001,Pothole
24456,Assigned,In process,1,0,2017-03-22T10:06:00,,1,0,Pothole,32.74894943294371-117.1925501551857,32.7489494329,-117.192550155,Pothole
24466,Assigned,In process,0,0,2017-03-22T09:56:00,,1,0,Pothole,32.79439543223265-117.12501272551793,32.7943954322,-117.12501272600001,Pothole
24488,Assigned,In process,0,0,2017-03-22T09:28:00,,1,0,Pothole,32.80775525443544-117.2372775979004,32.8077552544,-117.23727759799999,Pothole
24496,Assigned,In process,0,1,2017-03-22T09:22:00,,1,0,Pothole,32.809862356202544-117.21988229675293,32.8098623562,-117.21988229700001,Pothole
24539,Assigned,In process,0,1,2017-03-22T07:49:00,,1,0,Pothole,32.81596-117.154703,32.81596,-117.154703,Pothole
24541,Assigned,In process,0,1,2017-03-22T07:48:00,,1,0,Pothole,32.817854-117.154876,32.817854,-117.154876,Pothole
24544,Assigned,In process,0,0,2017-03-22T07:46:00,,1,0,Pothole,32.82041-117.156117,32.820409999999995,-117.156117,Pothole
24562,Assigned,In process,0,0,2017-03-22T05:57:00,,1,0,Pothole,32.5675232-116.94024000000002,32.567523200000004,-116.94023999999999,Pothole
24572,Assigned,In process,0,0,2017-03-22T03:26:00,,1,0,Pothole,32.76259914252869-117.20122485084534,32.7625991425,-117.201224851,Pothole
24598,Assigned,In process,0,0,2017-03-21T21:16:00,,1,0,Pothole,32.79735133309871-117.2518958895986,32.797351333099996,-117.25189589,Pothole
24716,Assigned,In process,0,0,2017-03-21T17:02:00,,1,0,Pothole,32.68948481421237-117.11426812235,32.6894848142,-117.11426812200001,Pothole
24720,Assigned,In process,0,0,2017-03-21T16:57:00,,1,0,Pothole,32.91664692110653-117.1312760935324,32.9166469211,-117.131276094,Pothole
24722,Assigned,In process,0,1,2017-03-21T16:57:00,,1,0,Pothole,32.7497944668868-117.1689133544146,32.7497944669,-117.168913354,Pothole
24787,Assigned,In process,0,1,2017-03-21T15:33:00,,1,0,Pothole,32.81351594593819-117.15268218137093,32.8135159459,-117.152682181,Pothole
24791,Assigned,In process,0,1,2017-03-21T15:28:00,,1,0,Pothole,32.819960233948834-117.15506912869157,32.8199602339,-117.155069129,Pothole
24798,Assigned,In process,0,1,2017-03-21T15:18:00,,1,0,Pothole,32.8331794782388-117.1139066133056,32.8331794782,-117.113906613,Pothole
24823,Assigned,In process,0,1,2017-03-21T14:31:00,,1,0,Pothole,32.79737855606107-117.25184646702077,32.7973785561,-117.25184646700001,Pothole
24834,Assigned,In process,0,0,2017-03-21T14:25:00,,1,0,Pothole,32.7587431698727-117.19561799814755,32.7587431699,-117.19561799799999,Pothole
24836,Assigned,In process,0,1,2017-03-21T14:25:00,,1,0,Pothole,32.822377-117.17738,32.822377,-117.17738,Pothole
24838,Assigned,In process,0,0,2017-03-21T14:20:00,,1,0,Pothole,32.824847113113755-117.08981954180297,32.8248471131,-117.089819542,Pothole
24851,Assigned,In process,0,1,2017-03-21T14:04:00,,1,0,Pothole,32.74970051528496-117.16892786322938,32.7497005153,-117.168927863,Pothole
24865,Assigned,In process,0,0,2017-03-21T13:42:00,,1,0,Pothole,32.80908910008714-117.17958554990149,32.8090891001,-117.17958555,Pothole
24891,Assigned,In process,0,0,2017-03-21T12:48:00,,1,0,Pothole,32.74921551349829-117.1209034045386,32.7492155135,-117.120903405,Pothole
24978,Acknowledged,In process,1,1,2017-03-21T10:04:00,,1,0,Pothole,32.80965359999999-117.01218460000001,32.809653600000004,-117.01218459999998,Pothole
24982,Acknowledged,In process,0,1,2017-03-21T10:03:00,,1,0,Pothole,32.79073975269588-117.09058874574292,32.7907397527,-117.09058874600001,Pothole
25001,Assigned,In process,0,0,2017-03-21T09:46:00,,1,0,Pothole,32.79132536187938-117.09812073631286,32.7913253619,-117.098120736,Pothole
25037,Assigned,In process,0,0,2017-03-21T08:50:00,,1,0,Pothole,32.806589-117.172402,32.806589,-117.172402,Pothole
25044,Assigned,In process,0,0,2017-03-21T08:39:00,,1,0,Pothole,32.827292-117.159382,32.827292,-117.15938200000001,Pothole
25048,Assigned,In process,0,1,2017-03-21T08:32:00,,1,0,Pothole,32.76872913761341-117.17161223486806,32.768729137600005,-117.171612235,Pothole
25093,Assigned,In process,0,0,2017-03-21T07:22:00,,1,0,Pothole,32.828888-117.163217,32.828888,-117.16321699999999,Pothole
25105,Assigned,In process,0,1,2017-03-21T06:36:00,,1,0,Pothole,32.8097231953434-117.1460228246876,32.8097231953,-117.146022825,Pothole
25109,Assigned,In process,0,0,2017-03-21T06:33:00,,1,0,Pothole,32.71590659811811-117.1295562259674,32.7159065981,-117.129556226,Pothole
25170,Assigned,In process,0,0,2017-03-20T19:15:00,,1,0,Pothole,32.7156373572388-117.1548665445671,32.715637357199995,-117.154866545,Pothole
25173,Assigned,In process,0,0,2017-03-20T19:06:00,,1,0,Pothole,32.8177329-117.17146000000002,32.817732899999996,-117.17146000000001,Pothole
25189,Assigned,In process,0,0,2017-03-20T18:25:00,,1,0,Pothole,32.97682211271764-117.1415837389577,32.9768221127,-117.141583739,Pothole
25259,Assigned,In process,0,0,2017-03-20T16:15:00,,1,0,Pothole,32.72135432288801-117.2304416862966,32.7213543229,-117.230441686,Pothole
25356,Assigned,In process,0,0,2017-03-20T13:03:00,,1,0,Pothole,32.71473341417536-117.161009793268,32.7147334142,-117.16100979299999,Pothole
25367,Assigned,In process,0,0,2017-03-20T12:47:00,,1,0,Pothole,32.8331896-117.10003189999997,32.833189600000004,-117.10003190000002,Pothole
25407,Assigned,In process,0,1,2017-03-20T11:54:00,,1,0,Pothole,32.71613-117.1269083333333,32.71613,-117.12690833299999,Pothole
25410,Assigned,In process,0,0,2017-03-20T11:45:00,,1,0,Pothole,32.792970199932554-117.0975125673042,32.7929701999,-117.09751256700001,Pothole
25438,Assigned,In process,0,1,2017-03-20T11:13:00,,1,0,Pothole,32.81459345441169-117.2163714995797,32.8145934544,-117.21637150000001,Pothole
25463,Assigned,In process,0,1,2017-03-20T10:46:00,,1,0,Pothole,32.81118437709936-117.15354682563164,32.8111843771,-117.15354682600001,Pothole
25647,Assigned,In process,0,0,2017-03-19T19:30:00,,1,0,Pothole,32.820277-117.167042,32.820277000000004,-117.167042,Pothole
25672,Assigned,In process,0,1,2017-03-19T17:56:00,,1,0,Pothole,32.81987478959637-117.1801375598807,32.8198747896,-117.18013756,Pothole
25688,Assigned,In process,0,1,2017-03-19T16:57:00,,1,0,Pothole,32.78301-117.098556,32.78301,-117.098556,Pothole
25731,Assigned,In process,0,0,2017-03-19T14:13:00,,1,0,Pothole,32.737194-117.175819,32.737194,-117.17581899999999,Pothole
25766,Assigned,In process,0,0,2017-03-19T12:19:00,,1,0,Pothole,32.78651527597828-117.1704723873336,32.786515275999996,-117.170472387,Pothole
25806,Assigned,In process,0,0,2017-03-19T09:23:00,,1,0,Pothole,32.70597310739821-117.1494970099229,32.7059731074,-117.14949701,Pothole
25807,Assigned,In process,0,0,2017-03-19T09:22:00,,1,0,Pothole,32.70642975574351-117.14945720665,32.7064297557,-117.14945720700001,Pothole
25817,Assigned,In process,0,0,2017-03-19T08:07:00,,1,0,Pothole,32.79195-117.2060616666667,32.79195,-117.20606166700001,Pothole
25853,Assigned,In process,0,0,2017-03-18T20:20:00,,1,0,Pothole,32.78496663554831-117.0643088781434,32.784966635500005,-117.06430887799999,Pothole
25904,Assigned,In process,0,0,2017-03-18T14:58:00,,1,0,Pothole,32.72723682488582-117.1594874804385,32.7272368249,-117.15948748,Pothole
25925,Assigned,In process,0,0,2017-03-18T13:58:00,,1,0,Pothole,32.715764-117.1556,32.715764,-117.1556,Pothole
25951,Assigned,In process,0,0,2017-03-18T12:18:00,,1,0,Pothole,32.812943-117.25396619999998,32.812943,-117.25396620000001,Pothole
25963,Assigned,In process,0,0,2017-03-18T11:45:00,,1,0,Pothole,32.8112358-117.16799909999997,32.8112358,-117.16799909999999,Pothole
26037,Assigned,In process,0,0,2017-03-18T07:15:00,,1,0,Pothole,32.80730623552124-117.21405127697169,32.8073062355,-117.21405127700001,Pothole
26038,Assigned,In process,0,0,2017-03-18T07:14:00,,1,0,Pothole,32.807277252058576-117.21933139960798,32.8072772521,-117.2193314,Pothole
26039,Assigned,In process,0,0,2017-03-18T07:13:00,,1,0,Pothole,32.80466719330447-117.21814730816968,32.8046671933,-117.218147308,Pothole
26040,Assigned,In process,0,0,2017-03-18T07:12:00,,1,0,Pothole,32.80466719330447-117.21814730816968,32.8046671933,-117.218147308,Pothole
26041,Assigned,In process,0,0,2017-03-18T07:11:00,,1,0,Pothole,32.80607630984367-117.21896017529362,32.8060763098,-117.218960175,Pothole
26135,Assigned,In process,0,0,2017-03-17T16:51:00,,1,0,Pothole,32.810588908715985-117.25004392674715,32.8105889087,-117.25004392700001,Pothole
26206,Assigned,In process,0,1,2017-03-17T14:50:00,,1,0,Pothole,32.80930328179748-117.2196248046875,32.8093032818,-117.219624805,Pothole
26207,Assigned,In process,0,1,2017-03-17T14:48:00,,1,0,Pothole,32.81992960219276-117.17992274684906,32.8199296022,-117.179922747,Pothole
26212,Assigned,In process,0,1,2017-03-17T14:40:00,,1,0,Pothole,32.817355-117.181045,32.817355,-117.181045,Pothole
26215,Assigned,In process,0,1,2017-03-17T14:36:00,,1,0,Pothole,32.81792775730865-117.1813278739501,32.8179277573,-117.18132787399999,Pothole
26237,Assigned,In process,0,0,2017-03-17T14:10:00,,1,0,Pothole,32.769427-117.04495,32.769427,-117.04495,Pothole
26303,Assigned,In process,0,1,2017-03-17T11:44:00,,1,0,Pothole,32.8076384090938-117.21181064674062,32.8076384091,-117.21181064700001,Pothole
26311,Assigned,In process,0,1,2017-03-17T11:37:00,,1,0,Pothole,32.8007517-117.2274759,32.8007517,-117.2274759,Pothole
26361,Assigned,In process,0,1,2017-03-17T10:14:00,,1,0,Pothole,32.81989078305464-117.1799092037358,32.8198907831,-117.179909204,Pothole
26400,Assigned,In process,0,1,2017-03-17T08:58:00,,1,0,Pothole,32.81681216332365-117.1241497109416,32.8168121633,-117.124149711,Pothole
26403,Assigned,In process,0,1,2017-03-17T08:53:00,,1,0,Pothole,32.8395439-117.09725600000002,32.8395439,-117.097256,Pothole
26428,Assigned,In process,0,1,2017-03-17T07:39:00,,1,0,Pothole,32.83278137831265-117.16098098678589,32.8327813783,-117.160980987,Pothole
26458,Assigned,In process,0,1,2017-03-17T02:26:00,,1,0,Pothole,32.8203937-117.16742999999997,32.8203937,-117.16743000000001,Pothole
26488,Assigned,In process,0,0,2017-03-16T21:08:00,,1,0,Pothole,32.716308-117.154447,32.716308000000005,-117.15444699999999,Pothole
26522,Assigned,In process,0,1,2017-03-16T19:25:00,,1,0,Pothole,32.78645257934256-117.1705558710891,32.7864525793,-117.170555871,Pothole
26571,Assigned,In process,0,0,2017-03-16T17:23:00,,1,0,Pothole,32.76286246486386-117.12217128413079,32.762862464899996,-117.12217128399999,Pothole
26576,Assigned,In process,0,0,2017-03-16T17:12:00,,1,0,Pothole,32.738556-117.09471500000001,32.738556,-117.094715,Pothole
26611,Assigned,In process,0,1,2017-03-16T16:27:00,,1,0,Pothole,32.8205663412086-117.17817961015623,32.8205663412,-117.17817961,Pothole
26654,Assigned,In process,0,0,2017-03-16T15:16:00,,1,0,Pothole,32.796988-117.01885500000003,32.796988,-117.018855,Pothole
26683,Assigned,In process,0,0,2017-03-16T14:18:00,,1,0,Pothole,32.76662980094583-117.11574746246073,32.7666298009,-117.115747462,Pothole
26689,Assigned,In process,0,0,2017-03-16T13:52:00,,1,0,Pothole,32.7723972592808-117.0516181738275,32.7723972593,-117.051618174,Pothole
26753,Assigned,In process,0,0,2017-03-16T11:11:00,,1,0,Pothole,32.87620953674264-117.191124582767,32.8762095367,-117.19112458299999,Pothole
26759,Assigned,In process,0,1,2017-03-16T11:06:00,,1,0,Pothole,32.92362381308737-117.25249795837402,32.9236238131,-117.25249795799999,Pothole
26775,Assigned,In process,0,1,2017-03-16T10:31:00,,1,0,Pothole,32.8007163558294-117.24115796037381,32.8007163558,-117.24115796,Pothole
